"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Alvin Kamara","RB","NO",26.6,4.23,5.27,23,32.8,18.7,17.4,23.4,1,1,1,1,"1",NA,NA,99
"2","Ezekiel Elliott","RB","DAL",21.3,1.26,1.52,19.6,22.7,13.5,14,13.2,2,2,2,2,"2",NA,NA,64
"3","Clyde Edwards-Helaire","RB","KC",19.8,0.779,0.368,19,20.7,11.9,13.5,11.2,3,3,7,3,"2",NA,NA,34
"4","Mike Davis","RB","CAR",19.4,2.2,0.0974,16.3,22.1,11.6,10.8,12.6,4,7,3,4,"2",NA,NA,91
"5","Dalvin Cook","RB","MIN",19.4,1.64,0.421,18.3,22,11.5,12.8,12.5,5,4,4,5,"3",NA,NA,79
"6","Kareem Hunt","RB","CLE",18.9,1.77,0.934,17.6,21.6,11,12,12.1,6,5,5,6,"4",NA,NA,82
"7","Josh Jacobs","RB","LVR",18,1.5,0.588,16.6,20.3,10.1,11.1,10.8,7,6,11,7,"4",NA,NA,73
"8","James Conner","RB","PIT",17.4,0.994,0.263,16.2,18.8,9.52,10.6,9.29,8,8,15,8,"4",NA,NA,45
"9","George Kittle","TE","SF",18.3,2.52,0.074,15.6,21.7,9.47,8.02,11.2,9,20,8,1,"1",NA,NA,90
"10","Travis Kelce","TE","KC",18.2,1.43,3,16,19.5,9.4,8.42,8.97,10,18,18,2,"2",NA,NA,63
"11","DeAndre Hopkins","WR","ARI",21,2.26,0.234,17.8,23.4,9.27,7.51,10.4,11,22,12,1,"1",NA,NA,67
"12","Derrick Henry","RB","TEN",17.1,1.05,0.113,16,18,9.26,10.5,8.53,12,9,23,9,"4",NA,NA,47
"13","Miles Sanders","RB","PHI",17,2.88,0.16,14.4,21.2,9.15,8.88,11.7,13,14,6,10,"5",NA,NA,97
"14","Calvin Ridley","WR","ATL",20.8,1.49,0.805,18.9,22.3,9.04,8.62,9.26,14,16,17,2,"1",NA,NA,43
"15","James Robinson","RB","JAC",16.9,2.25,0.0363,15.4,18.4,8.99,9.84,8.88,15,11,19,11,"5",NA,NA,92
"16","Chris Carson","RB","SEA",16.8,0.767,0.774,15.8,17.9,8.95,10.3,8.37,16,10,28,12,"5",NA,NA,33
"17","Tyreek Hill","WR","KC",20,1.57,0.0581,17.7,21.8,8.23,7.42,8.69,17,23,21,3,"1",NA,NA,47
"18","David Johnson","RB","HOU",16.1,0.897,0.124,14.8,16.8,8.18,9.32,7.27,18,12,39,13,"5",NA,NA,40
"19","Amari Cooper","WR","DAL",19.9,2.82,0.213,17.2,23.9,8.18,6.87,10.8,19,27,10,4,"1",NA,NA,82
"20","Jonathan Taylor","RB","IND",15.9,0.855,0.173,14.8,16.6,8.05,9.24,7.08,20,13,43,14,"6",NA,NA,37
"21","Tyler Lockett","WR","SEA",19.7,3.07,0.227,16.3,24.1,7.96,5.95,11,21,29,9,5,"1",NA,NA,88
"22","Joe Mixon","RB","CIN",15.8,1.42,0.000229,14.3,17.8,7.88,8.83,8.31,22,15,30,15,"6",NA,NA,70
"23","Jerick McKinnon","RB","SF",15.8,1.48,0.297,14,17.5,7.88,8.5,8.04,23,17,33,16,"6",NA,NA,72
"24","Keenan Allen","WR","LAC",19.5,2.69,1.12,17.5,23,7.74,7.17,9.96,24,24,13,6,"2",NA,NA,78
"25","Ronald Jones","RB","TB",15.5,2.78,0.192,12.6,18.8,7.58,7.09,9.33,25,25,14,17,"6",NA,NA,95
"26","Todd Gurley","RB","ATL",15.3,1.56,0.137,13.1,17.2,7.39,7.59,7.69,26,21,35,18,"6",NA,NA,76
"27","Devin Singletary","RB","BUF",15.1,1.23,1.93,13.7,16.2,7.25,8.21,6.68,27,19,44,19,"7",NA,NA,62
