"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","CAR",26.3,1.6,5.95,24.7,28.1,17.8,17.3,17.9,1,1,1,1,"1",NA,NA,62
"2","Austin Ekeler","RB","LAC",20.3,3.24,0.0833,16.8,25.1,11.9,9.46,14.9,2,8,2,2,"1",NA,NA,96
"3","Ezekiel Elliott","RB","DAL",20.2,2.07,0.081,17.5,22.8,11.8,10.2,12.5,3,5,4,3,"1",NA,NA,81
"4","Saquon Barkley","RB","NYG",20.1,2.04,0.335,17.8,22.8,11.7,10.5,12.6,4,4,3,4,"1",NA,NA,78
"5","Dalvin Cook","RB","MIN",19.8,1.52,0.351,18.8,22.2,11.4,11.4,12,5,2,6,5,"1",NA,NA,59
"6","Alvin Kamara","RB","NO",19.5,1.39,1.13,17.9,21.4,11,10.5,11.2,6,3,9,6,"2",NA,NA,50
"7","Michael Thomas","WR","NO",22.1,2.38,1.49,19.6,24.9,10.6,9.61,12.2,7,6,5,1,"1",NA,NA,58
"8","Josh Jacobs","RB","LVR",18.3,1.75,0.0375,16.9,21,9.9,9.55,10.8,8,7,10,7,"2",NA,NA,69
"9","Derrick Henry","RB","TEN",18.3,2.49,1.24,15.9,21.5,9.86,8.51,11.3,9,9,8,8,"3",NA,NA,91
"10","Davante Adams","WR","GB",20.6,2.16,0.725,18.2,23.4,9.16,8.29,10.8,10,11,11,2,"1",NA,NA,52
"11","Joe Mixon","RB","CIN",17.1,2.11,0.385,15.5,20.4,8.62,8.2,10.2,11,12,12,9,"3",NA,NA,82
"12","Julio Jones","WR","ATL",19.9,2.87,0.541,17.4,24.3,8.43,7.5,11.6,12,15,7,3,"1",NA,NA,76
"13","Clyde Edwards-Helaire","RB","KC",16.7,2.39,0.32,14.3,19.6,8.24,6.93,9.39,13,17,16,10,"3",NA,NA,89
"14","Aaron Jones","RB","GB",16.3,2.36,0.243,14.5,20,7.92,7.11,9.75,14,16,14,11,"4",NA,NA,88
