"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","CAR",23.5,1.39,1.57,21.6,25,15.2,14.5,14.9,1,1,1,1,"1",NA,NA,62
"2","Ezekiel Elliott","RB","DAL",21.9,1.31,0.253,20.5,23.4,13.7,13.4,13.3,2,2,3,2,"1",NA,NA,58
"3","Alvin Kamara","RB","NO",21.7,1.75,0.998,20.2,24.1,13.4,13.2,14,3,3,2,3,"2",NA,NA,78
"4","Derrick Henry","RB","TEN",20.7,1.66,0.987,18.6,22.3,12.4,11.5,12.2,4,4,4,4,"2",NA,NA,74
"5","Saquon Barkley","RB","NYG",19.7,1.48,0.937,17.5,21.1,11.4,10.5,11,5,5,6,5,"3",NA,NA,68
"6","Dalvin Cook","RB","MIN",18.8,2,0.792,17.2,21.9,10.5,10.1,11.8,6,7,5,6,"4",NA,NA,88
"7","Davante Adams","WR","GB",22.6,1.7,1.76,20.3,24.4,10.5,10.4,8.81,7,6,14,1,"1",NA,NA,44
"8","Josh Jacobs","RB","LVR",18,1.64,0.0297,16.2,20.3,9.71,9.13,10.2,8,11,9,7,"4",NA,NA,72
"9","Clyde Edwards-Helaire","RB","KC",17.9,1.98,0.456,16.4,20.5,9.68,9.3,10.4,9,9,7,8,"4",NA,NA,87
"10","Aaron Jones","RB","GB",17.5,0.87,0.504,16.3,18.4,9.22,9.2,8.28,10,10,16,9,"5",NA,NA,42
"11","Kenyan Drake","RB","ARI",17,1.31,0.557,15.8,18.9,8.72,8.75,8.79,11,12,15,10,"5",NA,NA,60
"12","Julio Jones","WR","ATL",20.8,3.28,0.00278,15.8,23.3,8.71,5.9,7.77,12,26,20,2,"1",NA,NA,90
"13","DeAndre Hopkins","WR","ARI",20.8,1.34,1.78,19.5,22.5,8.7,9.51,6.94,13,8,25,3,"1",NA,NA,36
"14","Joe Mixon","RB","CIN",16.4,1.72,0.16,15.1,19.1,8.16,7.99,9,14,13,13,11,"6",NA,NA,75
"15","Jonathan Taylor","RB","IND",16.3,2.33,0.213,14.7,19.3,8,7.57,9.23,15,16,12,12,"6",NA,NA,92
"16","Travis Kelce","TE","KC",17.9,1.64,1.71,15.9,19.6,7.95,7.62,8.18,16,15,18,1,"1",NA,NA,69
"17","Lamar Jackson","QB","BAL",26.4,2.15,3.32,24.3,29.6,7.92,7.37,10.3,17,17,8,1,"1",NA,NA,88
"18","Austin Ekeler","RB","LAC",16,1.25,0.195,14.9,18,7.79,7.84,7.94,18,14,19,13,"6",NA,NA,55
"19","Raheem Mostert","RB","SF",15.9,2.4,0.322,14.1,19.6,7.59,7.02,9.53,19,19,11,14,"6",NA,NA,93
