"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Michael Thomas","WR","NO",349,NA,102,NA,NA,283,NA,NA,1,NA,NA,1,"1",NA,NA,NA
"2","Saquon Barkley","RB","NYG",338,NA,19.1,NA,NA,281,NA,NA,2,NA,NA,1,"1",NA,NA,NA
"3","Alvin Kamara","RB","NO",318,8.09e-14,65.9,318,318,262,311,176,3,1,2,2,"2",NA,NA,2
"4","Dak Prescott","QB","DAL",285,72.8,30.1,240,340,207,223,82.9,4,4,17,1,"1",NA,NA,50
"5","Austin Ekeler","RB","LAC",253,NA,0.1,NA,NA,196,NA,NA,5,NA,NA,3,"2",NA,NA,NA
"6","Josh Jacobs","RB","LVR",252,0,47.3,252,252,196,245,110,6,2,8,4,"3",NA,NA,1
"7","Keenan Allen","WR","LAC",247,NA,9.5,NA,NA,181,NA,NA,7,NA,NA,2,"1",NA,NA,NA
"8","Tyrod Taylor","QB","LAC",255,NA,4.3,NA,NA,177,NA,NA,8,NA,NA,2,"1",NA,NA,NA
"9","Russell Wilson","QB","SEA",251,75.7,35.2,204,308,172,187,50.6,9,8,33,3,"1",NA,NA,52
"10","Tyler Lockett","WR","SEA",237,0,22.8,237,237,171,226,56.4,10,3,27,3,"1",NA,NA,1
"11","Tarik Cohen","RB","CHI",205,NA,1.95,NA,NA,148,NA,NA,11,NA,NA,5,"3",NA,NA,NA
"12","DK Metcalf","WR","SEA",214,0,3.8,214,215,148,203,33.6,12,5,45,4,"1",NA,NA,1
"13","Christian McCaffrey","RB","CAR",203,289,5.65,-1.83,396,147,-9.41,254,13,354,1,6,"3",NA,NA,99
"14","Courtland Sutton","WR","DEN",211,NA,29.4,NA,NA,145,NA,NA,14,NA,NA,5,"2",NA,NA,NA
"15","Darren Waller","TE","LVR",206,4.04e-14,26.6,206,206,142,198,63.2,15,6,25,1,"1",NA,NA,4
"16","Chris Carson","RB","SEA",198,0,48.6,198,198,141,190,55.4,16,7,28,7,"4",NA,NA,1
"17","Drew Brees","QB","NO",216,77.8,19.4,168,274,137,150,16.9,17,10,75,4,"1",NA,NA,53
"18","Derek Carr","QB","LVR",196,57.3,82.2,161,240,118,143,-18,18,12,162,5,"2",NA,NA,48
"19","Hunter Renfrow","WR","LVR",181,NA,4.7,NA,NA,115,NA,NA,19,NA,NA,6,"2",NA,NA,NA
"20","Hunter Henry","TE","LAC",179,0,21.1,179,179,115,171,36.6,20,9,42,2,"1",NA,NA,1
"21","Emmanuel Sanders","WR","NO",177,NA,11.5,NA,NA,110,NA,NA,21,NA,NA,7,"2",NA,NA,NA
"22","Henry Ruggs","WR","LVR",165,NA,13,NA,NA,99,NA,NA,22,NA,NA,8,"2",NA,NA,NA
"23","Jared Cook","TE","NO",158,0,23.3,158,158,94,150,15.5,23,11,78,3,"2",NA,NA,1
"24","Marlon Mack","RB","IND",149,NA,1.6,NA,NA,92.3,NA,NA,24,NA,NA,8,"4",NA,NA,NA
"25","Latavius Murray","RB","NO",147,NA,3.39,NA,NA,90.7,NA,NA,25,NA,NA,9,"4",NA,NA,NA
"26","Dalvin Cook","RB","MIN",144,141,25.8,-0.00472,283,87.3,-7.59,141,26,320,4,10,"5",NA,NA,96
"27","Mike Williams","WR","LAC",152,NA,13.7,NA,NA,86,NA,NA,27,NA,NA,9,"2",NA,NA,NA
"28","Bryan Edwards","WR","LVR",138,NA,3.5,NA,NA,72.3,NA,NA,28,NA,NA,10,"2",NA,NA,NA
"29","Blake Jarwin","TE","DAL",135,NA,20,NA,NA,70.7,NA,NA,29,NA,NA,4,"2",NA,NA,NA
"30","Austin Seibert","K","CLE",126,NA,7.51,NA,NA,70.5,NA,NA,30,NA,NA,1,"1",NA,NA,NA
"31","Nelson Agholor","WR","LVR",135,NA,22.7,NA,NA,68.8,NA,NA,31,NA,NA,11,"3",NA,NA,NA
"32","Josh Lambo","K","JAC",119,NA,32.8,NA,NA,63,NA,NA,32,NA,NA,2,"1",NA,NA,NA
"33","Jalen Richard","RB","LVR",118,NA,4.1,NA,NA,61.5,NA,NA,33,NA,NA,11,"5",NA,NA,NA
"34","Devine Ozigbo","RB","JAC",114,NA,1.61,NA,NA,57.4,NA,NA,34,NA,NA,12,"5",NA,NA,NA
"35","LeVeon Bell","RB","NYJ",112,162,3.25,-2.54,220,55.8,-10.1,78.3,35,363,19,13,"5",NA,NA,99
"36","Nick Chubb","RB","CLE",109,158,9,-2.64,214,52.5,-10.2,72.1,36,364,20,14,"5",NA,NA,98
"37","C.J. Uzomah","TE","CIN",115,NA,7.6,NA,NA,50.7,NA,NA,37,NA,NA,5,"2",NA,NA,NA
"38","Josh Gordon","WR","SEA",112,NA,5,NA,NA,46.1,NA,NA,38,NA,NA,12,"3",NA,NA,NA
"39","Melvin Gordon","RB","DEN",100,143,5.73,-0.957,195,43.5,-8.54,53.1,39,344,31,15,"5",NA,NA,97
"40","O.J. Howard","TE","TB",107,2.02e-14,1.1,107,107,43.1,99.1,-35.4,40,13,206,6,"2",NA,NA,2
"41","Greg Olsen","TE","SEA",106,NA,18.8,NA,NA,42,NA,NA,41,NA,NA,7,"3",NA,NA,NA
"42","Tre'Quan Smith","WR","NO",107,NA,6.35,NA,NA,41.1,NA,NA,42,NA,NA,13,"3",NA,NA,NA
"43","DeeJay Dallas","RB","SEA",94.4,NA,4.2,NA,NA,37.8,NA,NA,43,NA,NA,16,"6",NA,NA,NA
"44","Sam Darnold","QB","NYJ",114,164,21.3,-2.49,224,35.4,-20.1,-33.9,44,425,200,6,"2",NA,NA,99
"45","Diontae Johnson","WR","PIT",101,144,2.65,-0.936,197,34.8,-12.5,15.7,45,398,77,14,"3",NA,NA,98
"46","Joshua Kelley","RB","LAC",90.2,NA,3.7,NA,NA,33.6,NA,NA,46,NA,NA,17,"6",NA,NA,NA
"47","Joe Reed","WR","LAC",98.2,NA,1.63,NA,NA,32.1,NA,NA,47,NA,NA,15,"3",NA,NA,NA
"48","Sterling Shepard","WR","NYG",96.6,134,1.39,1.85,186,30.5,-9.73,4.75,48,359,95,16,"3",NA,NA,97
"49","Eddy Pineiro","K","CHI",85.9,NA,2.06,NA,NA,30.2,NA,NA,49,NA,NA,3,"1",NA,NA,NA
"50","Bryce Love","RB","WAS",86.5,NA,0.0366,NA,NA,29.9,NA,NA,50,NA,NA,18,"6",NA,NA,NA
"51","Clyde Edwards-Helaire","RB","KC",86.5,120,0.989,16.1,255,29.9,8.53,113,51,27,6,19,"6",NA,NA,94
"52","Davante Adams","WR","GB",95.2,148,2.24,19,303,29.1,7.46,122,52,33,5,17,"3",NA,NA,99
"53","James Robinson","RB","JAC",85.5,52.6,1.41,48.5,120,28.9,40.9,-21.9,53,16,173,20,"6",NA,NA,56
"54","Wil Lutz","K","NO",83.9,78.8,16,3.35,162,28.2,-4.91,39.4,54,237,41,4,"1",NA,NA,93
"55","Ezekiel Elliott","RB","DAL",84.1,131,7.78,18.5,305,27.5,10.9,163,55,23,3,21,"6",NA,NA,95
