"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Alvin Kamara","RB","NO",22.4,1.61,0.471,21.5,24.6,15,15.8,16,1,1,1,1,"1",NA,NA,66
"2","Dalvin Cook","RB","MIN",21.9,1.51,1.55,20.1,23.4,14.5,14.5,14.7,2,2,2,2,"2",NA,NA,65
"3","Aaron Jones","RB","GB",20.4,1.02,0.739,19.7,21.9,13,14.1,13.2,3,3,4,3,"3",NA,NA,49
"4","James Robinson","RB","JAC",19.7,NA,2.28,NA,NA,12.2,NA,NA,4,NA,NA,4,"4",NA,NA,NA
"5","Davante Adams","WR","GB",24.2,3.07,2.49,21.5,28,11.6,11.4,13.4,5,4,3,1,"1",NA,NA,77
"6","Mike Davis","RB","CAR",17.4,2.8,0.0965,14.7,21,9.97,9.08,12.4,6,9,5,5,"4",NA,NA,94
"7","Derrick Henry","RB","TEN",17.3,0.859,0.126,16.8,18.6,9.87,11.1,9.9,7,5,10,6,"4",NA,NA,44
"8","Nick Chubb","RB","CLE",17.2,2.24,0.352,14.7,19,9.74,9.05,10.3,8,10,7,7,"5",NA,NA,90
"9","James Conner","RB","PIT",16.8,0.449,0.22,16.3,17.3,9.39,10.6,8.64,9,6,15,8,"5",NA,NA,19
"10","Miles Sanders","RB","PHI",16.6,0.845,0.421,15.6,17.2,9.17,9.98,8.54,10,8,16,9,"5",NA,NA,42
"11","DeAndre Hopkins","WR","ARI",21.7,3.14,0.659,18.2,25.5,9.07,8.07,10.9,11,13,6,2,"1",NA,NA,80
"12","Josh Jacobs","RB","LVR",16.2,0.157,0.218,16,16.3,8.75,10.3,7.68,12,7,19,10,"5",NA,NA,5
"13","Duke Johnson","RB","HOU",15.9,1.91,0.928,14.5,17.9,8.53,8.83,9.23,13,11,13,11,"6",NA,NA,78
"14","Keenan Allen","WR","LAC",21.1,3.46,0.382,17.9,24.8,8.41,7.77,10.2,14,16,8,3,"1",NA,NA,84
"15","Stefon Diggs","WR","BUF",20.7,2.96,0.885,17.8,24.1,8.03,7.68,9.45,15,17,11,4,"2",NA,NA,74
"16","Antonio Gibson","RB","WAS",15,1.67,0.211,13.9,16.7,7.6,8.21,8.07,16,12,17,12,"7",NA,NA,74
"17","Darren Waller","TE","LVR",16.7,3.13,3.02,12.8,19.1,7.58,4.86,8.68,17,27,14,1,"1",NA,NA,95
"18","Chase Edmonds","RB","ARI",14.8,1.62,0.222,13.5,16.4,7.39,7.82,7.77,18,15,18,13,"7",NA,NA,68
"19","Kyler Murray","QB","ARI",25.3,3.31,2.56,21.7,29.3,7.18,5.21,10.1,19,25,9,1,"1",NA,NA,98
"20","D'Andre Swift","RB","DET",14.6,1.25,0.882,13.5,15.8,7.17,7.84,7.16,20,14,25,14,"8",NA,NA,58
"21","DK Metcalf","WR","SEA",19.8,3.38,0.112,16.5,24,7.14,6.41,9.44,21,18,12,5,"2",NA,NA,83
"22","Terry McLaurin","WR","WAS",19.7,2.97,1.23,15.6,22.1,7.03,5.43,7.46,22,23,22,6,"2",NA,NA,75
"23","Giovani Bernard","RB","CIN",13.7,1.94,0.928,11.8,15.3,6.29,6.09,6.64,23,20,29,15,"8",NA,NA,79
"24","Tyler Lockett","WR","SEA",18.5,2.11,0.0484,16.1,20.6,5.8,6.02,6.01,24,21,33,7,"2",NA,NA,58
"25","Robert Woods","WR","LAR",18.4,2.83,0.525,16.2,22.2,5.75,6.09,7.64,25,19,20,8,"3",NA,NA,72
"26","Kareem Hunt","RB","CLE",12.8,2.73,0.703,9.58,16,5.36,3.91,7.29,26,34,24,16,"9",NA,NA,92
"27","Cooper Kupp","WR","LAR",17.9,4.68,0.0611,13.3,22.2,5.23,3.13,7.59,27,40,21,9,"3",NA,NA,94
"28","A.J. Brown","WR","TEN",17.8,1.51,0.248,16.1,19.1,5.17,5.94,4.49,28,22,48,10,"3",NA,NA,38
"29","Michael Thomas","WR","NO",17.6,2.7,0.155,14.6,19.8,4.92,4.5,5.2,29,28,41,11,"3",NA,NA,70
"30","Allen Robinson","WR","CHI",17.4,3.11,0.454,14,21.2,4.76,3.83,6.62,30,36,30,12,"3",NA,NA,79
"31","Leonard Fournette","RB","TB",12.1,1.11,0.176,11,13,4.66,5.31,4.36,31,24,51,17,"9",NA,NA,55
"32","Russell Wilson","QB","SEA",22.8,2.87,0.413,20.5,26.6,4.62,4.01,7.37,32,33,23,2,"1",NA,NA,93
