"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Alvin Kamara","RB","NO",25.6,1.78,4.22,23.9,27.6,18.2,18.6,18.5,1,1,1,1,"1",NA,NA,77
"2","Ezekiel Elliott","RB","DAL",21.4,0.568,0.385,20.9,22.2,14,15.5,13.1,2,2,5,2,"1",NA,NA,25
"3","Aaron Jones","RB","GB",21,1.34,0.938,19.5,22.6,13.6,14.2,13.4,3,3,3,3,"2",NA,NA,62
"4","Dalvin Cook","RB","MIN",20,1.39,1.16,19,22.2,12.6,13.7,13.1,4,4,4,4,"3",NA,NA,67
"5","Clyde Edwards-Helaire","RB","KC",18.9,1.34,0.0177,17.3,20,11.5,12,10.8,5,5,7,5,"3",NA,NA,64
"6","Austin Ekeler","RB","LAC",18.9,2.39,0.475,16.9,22.6,11.5,11.5,13.5,6,6,2,6,"3",NA,NA,92
"7","Josh Jacobs","RB","LVR",18.4,1.25,0.67,16.7,19.8,11,11.3,10.7,7,7,8,7,"4",NA,NA,57
"8","Mike Davis","RB","CAR",17.7,2.59,0.25,14.2,20,10.3,8.89,10.8,8,17,6,8,"4",NA,NA,95
"9","Miles Sanders","RB","PHI",17.5,0.928,0.621,16.6,18.6,10.1,11.2,9.52,9,8,10,9,"5",NA,NA,45
"10","Jonathan Taylor","RB","IND",16.9,1.42,0.121,15.5,18.6,9.45,10.2,9.48,10,12,11,10,"5",NA,NA,68
"11","Kenyan Drake","RB","ARI",16.7,1.08,0.0252,15.7,18.1,9.33,10.4,8.93,11,11,16,11,"5",NA,NA,50
"12","Darrell Henderson","RB","LAR",16.7,2.13,0.136,14.6,19.3,9.31,9.26,10.2,12,15,9,12,"5",NA,NA,88
"13","James Robinson","RB","JAC",16.6,1.92,0.0253,15.3,17.8,9.17,9.94,8.71,13,13,19,13,"5",NA,NA,85
"14","Melvin Gordon","RB","DEN",16.5,0.332,0.0632,16.1,16.8,9.14,10.7,7.7,14,9,25,14,"5",NA,NA,10
"15","Chris Carson","RB","SEA",16.5,0.503,0.742,16,17.1,9.08,10.6,7.98,15,10,24,15,"6",NA,NA,18
"16","Travis Kelce","TE","KC",18.1,1.1,2.76,16.7,19.3,8.79,9.46,9.02,16,14,14,1,"1",NA,NA,43
"17","DeAndre Hopkins","WR","ARI",21.2,2.68,0.819,17.3,24.3,8.68,7.1,8.98,17,25,15,1,"1",NA,NA,79
"18","Devin Singletary","RB","BUF",15.7,0.92,0.362,14.5,16.6,8.34,9.19,7.46,18,16,26,16,"6",NA,NA,44
"19","Ronald Jones","RB","TB",15.4,2.08,0.367,13.6,17.9,7.98,8.3,8.73,19,19,18,17,"6",NA,NA,86
"20","Tyler Lockett","WR","SEA",20.4,2.73,0.797,17.4,24.2,7.86,7.2,8.93,20,24,17,2,"1",NA,NA,82
"21","Nick Chubb","RB","CLE",15,0.974,0.298,14.1,16.4,7.61,8.77,7.31,21,18,27,18,"7",NA,NA,47
"22","Jerick McKinnon","RB","SF",14.7,2.42,0.262,12.8,18.3,7.31,7.44,9.15,22,23,13,19,"7",NA,NA,94
