"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Alvin Kamara","RB","NO",23.9,0.783,3.1,23.1,24.9,16.4,16.7,15.8,1,1,1,1,"1",NA,NA,40
"2","Derrick Henry","RB","TEN",20.8,1.11,0.101,19.5,22,13.3,13.2,12.9,2,4,3,2,"1",NA,NA,53
"3","Kareem Hunt","RB","CLE",20.7,0.438,0.457,20.2,21.3,13.2,13.9,12.2,3,2,5,3,"1",NA,NA,19
"4","Mike Davis","RB","CAR",20.3,0.509,0.92,19.9,21,12.7,13.5,11.9,4,3,6,4,"2",NA,NA,23
"5","Davante Adams","WR","GB",23,2.44,3.2,20.4,25.8,12.3,10.9,14.1,5,8,2,1,"1",NA,NA,67
"6","Dalvin Cook","RB","MIN",19.3,1.64,0.0776,18,21.5,11.8,11.7,12.4,6,6,4,5,"2",NA,NA,74
"7","Jamaal Williams","RB","GB",19.3,1.49,1.1,18.1,20.8,11.7,11.8,11.7,7,5,7,6,"3",NA,NA,67
"8","Jonathan Taylor","RB","IND",18.2,0.291,0.413,17.9,18.5,10.6,11.6,9.41,8,7,22,7,"3",NA,NA,12
"9","Ezekiel Elliott","RB","DAL",17.8,1.72,0.279,16,19.8,10.2,9.61,10.7,9,10,10,8,"4",NA,NA,79
"10","Boston Scott","RB","PHI",17.5,1.92,0.187,15.3,18.7,9.91,8.93,9.62,10,13,20,9,"4",NA,NA,80
"11","Todd Gurley","RB","ATL",17.3,1.65,0.0806,15.8,19.5,9.73,9.44,10.4,11,12,15,10,"4",NA,NA,77
"12","Giovani Bernard","RB","CIN",17.2,0.732,0.478,16.5,17.9,9.65,10.1,8.79,12,9,29,11,"4",NA,NA,35
"13","Clyde Edwards-Helaire","RB","KC",16.7,2.02,0.0483,14.5,18.2,9.17,8.13,9.16,13,16,25,12,"4",NA,NA,81
"14","Josh Jacobs","RB","LVR",16.7,0.558,1.69,15.9,17.3,9.12,9.59,8.2,14,11,32,13,"5",NA,NA,27
"15","Calvin Ridley","WR","ATL",19.8,1.99,0.356,18.1,22.3,9.08,8.55,10.5,15,14,13,2,"1",NA,NA,60
"16","Tyler Lockett","WR","SEA",19.5,2.99,0.181,16.3,22.4,8.72,6.73,10.7,16,23,11,3,"1",NA,NA,78
"17","George Kittle","TE","SF",18.2,2.48,0.00622,14.9,20.4,8.57,6.47,10,17,25,16,1,"1",NA,NA,89
"18","Travis Kelce","TE","KC",18.2,1.51,2.55,16.7,19.4,8.56,8.29,8.98,18,15,27,2,"2",NA,NA,70
"19","Keenan Allen","WR","LAC",19.3,2.57,0.0688,16.3,21.4,8.54,6.78,9.6,19,22,21,4,"1",NA,NA,70
"20","Julio Jones","WR","ATL",19.2,2,0.106,16.9,21,8.47,7.38,9.28,20,18,23,5,"1",NA,NA,61
"21","DK Metcalf","WR","SEA",19.1,2.49,0.106,17,22.3,8.37,7.47,10.6,21,17,12,6,"1",NA,NA,69
"22","Stefon Diggs","WR","BUF",19,2.39,0.0132,16.7,21.5,8.26,7.17,9.77,22,19,18,7,"1",NA,NA,65
"23","Robby Anderson","WR","CAR",19,3.39,0.00293,15,22.2,8.25,5.46,10.4,23,35,14,8,"1",NA,NA,86
"24","Kenny Golladay","WR","DET",19,4.41,0.274,15.5,23.5,8.25,5.91,11.7,24,30,8,9,"1",NA,NA,94
"25","Tyreek Hill","WR","KC",18.7,2.04,0.0435,16.2,20.2,7.97,6.62,8.47,25,24,31,10,"1",NA,NA,63
"26","D.J. Moore","WR","CAR",18.7,2.41,0.417,15.7,20.6,7.93,6.15,8.79,26,27,28,11,"1",NA,NA,66
"27","Adam Thielen","WR","MIN",18.3,3.2,0.498,14.8,21.8,7.51,5.21,10,27,39,17,12,"2",NA,NA,83
"28","David Montgomery","RB","CHI",15,1.65,0.281,13.4,17.1,7.43,7.05,7.97,28,21,36,14,"5",NA,NA,75
"29","Darrell Henderson","RB","LAR",14.7,2.13,0.353,12.4,17.2,7.15,6.06,8.07,29,28,34,15,"6",NA,NA,86
"30","Mike Evans","WR","TB",17.8,3.62,0.07,15.2,21.5,7.01,5.67,9.7,30,33,19,13,"2",NA,NA,87
"31","Tyler Boyd","WR","CIN",17.7,3.7,0.433,14.9,22.6,6.94,5.34,10.9,31,36,9,14,"2",NA,NA,88
"32","Russell Wilson","QB","SEA",24.9,2.28,1.47,21.8,26.9,6.8,4.99,7.47,32,41,41,1,"1",NA,NA,87
"33","Ronald Jones","RB","TB",14.4,1.08,0.384,13.4,15.4,6.79,7.08,6.31,33,20,52,16,"6",NA,NA,51
"34","Travis Fulgham","WR","FA",17.3,5.8,0.121,13,21,6.51,3.43,9.2,34,47,24,15,"2",NA,NA,99
"35","James Conner","RB","PIT",14,1.35,0.417,12.1,14.8,6.41,5.78,5.72,35,31,59,17,"6",NA,NA,60
"36","Allen Robinson","WR","CHI",17.1,1.43,0.264,15.8,19,6.39,6.28,7.26,36,26,44,16,"2",NA,NA,40
"37","Cooper Kupp","WR","LAR",16.9,2.81,0.411,14.8,19.7,6.13,5.26,7.97,37,38,35,17,"3",NA,NA,75
"38","Darren Waller","TE","LVR",15.7,1.96,0.983,13.7,18.2,6.01,5.27,7.77,38,37,38,3,"3",NA,NA,79
"39","LeVeon Bell","RB","NYJ",13.6,1.25,0.0688,12.3,14.7,5.99,5.98,5.57,39,29,61,18,"6",NA,NA,59
"40","Melvin Gordon","RB","DEN",13.5,2.12,0.158,11.4,15.4,5.93,5.04,6.36,40,40,51,19,"7",NA,NA,85
"41","Myles Gaskin","RB","MIA",13.3,2.05,0.86,12,14.8,5.77,5.69,5.76,41,32,58,20,"7",NA,NA,83
"42","A.J. Brown","WR","TEN",16.5,4.51,0.199,12.2,20.8,5.71,2.67,9.01,42,56,26,18,"3",NA,NA,95
