"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",21.4,1.66,2.71,18.7,23.2,12,12.1,11.1,1,1,3,1,"1",NA,NA,82
"2","Tyreek Hill","WR","MIA",21.4,2.27,0.955,19.4,25.2,10,10.3,12.7,2,3,1,1,"1",NA,NA,97
"3","Kyren Williams","RB","LAR",18.7,1.33,1.63,17.3,21.2,9.31,10.8,9.16,3,2,4,2,"2",NA,NA,62
"4","CeeDee Lamb","WR","DAL",20.4,2.02,2.42,18.2,23.7,9.05,9.09,11.2,4,4,2,2,"2",NA,NA,94
"5","Alvin Kamara","RB","NO",17,1.34,0.687,15.1,18.8,7.68,8.49,6.78,5,6,7,3,"3",NA,NA,63
"6","Josh Allen","QB","BUF",24.2,0.576,0.899,23.7,25.3,7.59,8.7,6.87,6,5,6,1,"1",NA,NA,21
"7","James Cook","RB","BUF",16.3,1.62,0.127,14.3,18.3,6.99,7.76,6.24,7,9,9,4,"3",NA,NA,80
"8","Rachaad White","RB","TB",16.2,1.52,0.585,13.2,17.2,6.87,6.59,5.15,8,17,23,5,"3",NA,NA,72
"9","Jalen Hurts","QB","PHI",23.3,1.12,2.71,21.8,24.4,6.69,6.8,5.98,9,13,13,2,"2",NA,NA,48
"10","A.J. Brown","WR","PHI",18,1.74,0.632,15.9,20,6.63,6.71,7.46,10,14,5,3,"2",NA,NA,86
"11","Jonathan Taylor","RB","IND",15.6,0.679,0.013,14.7,16.5,6.28,8.09,4.42,11,7,29,6,"3",NA,NA,25
"12","Breece Hall","RB","NYJ",15.6,0.78,0.227,14.5,16.6,6.27,7.93,4.55,12,8,28,7,"3",NA,NA,33
"13","Joe Mixon","RB","CIN",15.4,1.19,0.037,13.8,17.4,6.04,7.17,5.33,13,11,21,8,"3",NA,NA,54
"14","Isiah Pacheco","RB","KC",15.4,1.46,0.0464,12.8,17.3,6,6.19,5.21,14,20,22,9,"3",NA,NA,70
"15","Amon-Ra St. Brown","WR","DET",17.4,1.13,0.188,15.1,18.4,6,5.98,5.88,15,21,15,4,"3",NA,NA,55
"16","Travis Etienne","RB","JAC",15.3,1.36,0.409,13.3,17.5,5.96,6.68,5.42,16,15,18,10,"4",NA,NA,64
"17","Justin Jefferson","WR","MIN",17.2,0.957,0.279,16,18.9,5.81,6.87,6.41,17,12,8,5,"3",NA,NA,39
"18","Travis Kelce","TE","KC",15.2,1.5,1.56,12.4,16.8,5.8,4.93,6.02,18,30,12,1,"1",NA,NA,91
"19","Jahmyr Gibbs","RB","DET",14.9,1.8,0.142,11.7,16.7,5.55,5.07,4.68,19,28,27,11,"4",NA,NA,91
"20","Mike Evans","WR","TB",16.9,1.27,0.144,15.3,18.6,5.53,6.2,6.08,20,19,10,6,"3",NA,NA,63
"21","Derrick Henry","RB","TEN",14.8,1.79,0.168,12.6,17.6,5.41,5.98,5.57,21,22,17,12,"4",NA,NA,90
"22","Michael Pittman","WR","IND",16.7,0,0.297,16.7,16.7,5.39,7.6,4.25,22,10,32,7,"3",NA,NA,1
"23","Ezekiel Elliott","RB","NE",14.6,1.14,0.0795,13.2,16.4,5.24,6.61,4.3,23,16,31,13,"4",NA,NA,52
"24","Raheem Mostert","RB","MIA",14.5,1.62,0.00026,12.3,17,5.16,5.72,4.98,24,23,25,14,"4",NA,NA,79
"25","Saquon Barkley","RB","NYG",14.5,1.08,0.269,13.2,15.9,5.16,6.58,3.89,25,18,39,15,"4",NA,NA,46
"26","D.J. Moore","WR","CHI",16.5,1.31,0.498,14.8,18.5,5.09,5.7,6.04,26,24,11,8,"4",NA,NA,64
"27","Bijan Robinson","RB","ATL",14.2,1.43,0.033,11.6,15.8,4.89,4.98,3.73,27,29,40,16,"4",NA,NA,67
