"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Saquon Barkley","RB","NYG",20.2,1.39,0.273,18.5,21.9,12.6,12.9,11.5,1,2,2,1,"1",NA,NA,60
"2","Derrick Henry","RB","TEN",19.9,1.44,1.11,18.6,22.4,12.3,13,12,2,1,1,2,"1",NA,NA,62
"3","Cooper Kupp","WR","LAR",22.7,1.16,1.44,20.9,23.8,12.2,12.2,11.1,3,3,3,1,"1",NA,NA,35
"4","Christian McCaffrey","RB","SF",18.8,1.74,0.127,16.6,21.3,11.2,11,10.8,4,6,4,3,"2",NA,NA,75
"5","Alvin Kamara","RB","NO",18.6,1.43,0.45,16.3,20.3,11.1,10.7,9.83,5,7,9,4,"2",NA,NA,61
"6","Justin Jefferson","WR","MIN",21.3,1.18,0.584,19.8,22.7,10.8,11.1,10,6,4,6,2,"1",NA,NA,37
"7","Josh Jacobs","RB","LVR",18.2,1.37,0.597,16.7,20.2,10.7,11.1,9.82,7,5,10,5,"2",NA,NA,59
"8","Davante Adams","WR","LVR",20.7,1.56,0.0651,18.3,22.1,10.2,9.56,9.47,8,11,12,3,"1",NA,NA,57
"9","Tyreek Hill","WR","MIA",20.6,1.82,0.0774,18.5,22.6,10.2,9.79,9.98,9,9,7,4,"1",NA,NA,71
"10","Joe Mixon","RB","CIN",17.6,1.61,0.14,14.8,19,10.1,9.2,8.61,11,14,18,6,"3",NA,NA,69
"11","Stefon Diggs","WR","BUF",20.5,1.97,1.55,18.3,23.2,10.1,9.55,10.6,10,12,5,5,"2",NA,NA,76
"12","Leonard Fournette","RB","TB",17.5,1.78,0.0796,15.7,20.4,9.92,10.1,9.96,12,8,8,7,"3",NA,NA,75
"13","Jonathan Taylor","RB","IND",17.4,1.86,0.88,14.1,18.9,9.84,8.52,8.46,13,17,19,8,"3",NA,NA,78
"14","Travis Etienne","RB","JAC",16.5,2.01,0.00449,14,19.6,8.96,8.41,9.15,14,18,15,9,"3",NA,NA,87
"15","Nick Chubb","RB","CLE",16.5,1.31,0.136,15.3,18.6,8.95,9.68,8.14,15,10,22,10,"4",NA,NA,56
"16","Tony Pollard","RB","DAL",16.4,1.26,0.0506,14.4,17.5,8.82,8.8,7.11,16,15,30,11,"4",NA,NA,55
"17","Aaron Jones","RB","GB",16.3,2.02,0.043,13.8,19.3,8.77,8.15,8.89,17,20,16,12,"4",NA,NA,88
"18","Dalvin Cook","RB","MIN",16.3,2.03,0.126,13.8,19.6,8.72,8.17,9.19,18,19,14,13,"4",NA,NA,89
"19","Dameon Pierce","RB","HOU",16.1,1.12,0.221,14.9,17.9,8.6,9.28,7.46,19,13,27,14,"4",NA,NA,48
"20","DeAndre Hopkins","WR","ARI",19,2.2,1.07,16,21,8.52,7.25,8.38,20,27,20,6,"3",NA,NA,84
"21","Rhamondre Stevenson","RB","NE",15.9,2.42,0.196,13.3,19.7,8.38,7.67,9.32,21,23,13,15,"4",NA,NA,96
"22","Josh Allen","QB","BUF",25.4,1.71,2.09,23.8,28.3,8.29,7.83,9.52,22,22,11,1,"1",NA,NA,80
"23","Kenneth Walker III","RB","SEA",15.7,1.12,1.22,14.3,17.1,8.18,8.68,6.68,23,16,34,16,"5",NA,NA,47
"24","Mark Andrews","TE","BAL",17,1.69,3.25,15,19.1,8.05,8.03,8.67,24,21,17,1,"1",NA,NA,87
"25","A.J. Brown","WR","PHI",17.9,1.8,0.215,16.1,20.3,7.45,7.36,7.66,25,25,25,7,"3",NA,NA,71
"26","Mike Evans","WR","TB",17.7,1.59,0.107,16,19.9,7.23,7.27,7.21,26,26,28,8,"3",NA,NA,60
