"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Cooper Kupp","WR","LAR",25,1.3,2.17,23.3,26.6,12.8,13.4,10.9,1,1,1,1,"1",NA,NA,39
"2","Justin Jefferson","WR","MIN",22.8,1.65,1.36,20.4,25.1,10.6,10.5,9.4,2,2,5,2,"2",NA,NA,55
"3","Travis Kelce","TE","KC",18.7,1.48,1.45,16.7,20.4,10.2,9.78,9.98,3,5,3,1,"1",NA,NA,81
"4","Jonathan Taylor","RB","IND",20.2,1.63,0.532,17.8,22.5,9.84,9.76,9.74,4,6,4,1,"1",NA,NA,73
"5","Christian McCaffrey","RB","CAR",19.7,1.34,0.568,18.1,21.3,9.31,10.1,8.5,5,3,9,2,"1",NA,NA,60
"6","Davante Adams","WR","LVR",21.5,1.42,1.27,20,23.4,9.23,10.1,7.66,6,4,13,3,"3",NA,NA,46
"7","Mark Andrews","TE","BAL",17.3,1.79,2.81,15,19.3,8.76,8.05,8.92,7,13,6,2,"2",NA,NA,88
"8","Joe Mixon","RB","CIN",19.1,1.55,0.193,17,21.4,8.74,8.91,8.6,8,9,8,3,"1",NA,NA,70
"9","Dalvin Cook","RB","MIN",18.9,1.53,0.0822,16.4,20.9,8.55,8.36,8.12,9,12,10,4,"1",NA,NA,70
"10","Saquon Barkley","RB","NYG",18.8,1.65,0.549,17.1,21.4,8.47,9.07,8.66,10,7,7,5,"2",NA,NA,76
"11","Stefon Diggs","WR","BUF",20.2,1.62,0.243,18.6,22.7,7.96,8.67,7.01,11,10,16,4,"3",NA,NA,53
"12","Austin Ekeler","RB","LAC",18.3,1.05,0.856,17,19.7,7.92,8.92,6.89,12,8,18,6,"2",NA,NA,47
"13","Ja'Marr Chase","WR","CIN",20,1.91,1.56,17.9,22.5,7.72,8.01,6.8,13,14,19,5,"4",NA,NA,64
"14","Jalen Hurts","QB","PHI",25,3.2,0.0275,21.7,29.8,7.51,6.24,10.6,14,17,2,1,"1",NA,NA,95
"15","Josh Allen","QB","BUF",24.9,1.05,2.31,23.9,26.4,7.48,8.43,7.23,15,11,14,2,"2",NA,NA,46
"16","Leonard Fournette","RB","TB",17.4,1.22,0.693,15.9,19.3,7.06,7.83,6.51,16,15,22,7,"3",NA,NA,55
"17","Aaron Jones","RB","GB",16.7,1.64,0.292,14.9,19,6.37,6.88,6.19,17,16,23,8,"3",NA,NA,75
"18","Amon-Ra St. Brown","WR","DET",18.4,2.75,0.0686,16.1,22.9,6.16,6.23,7.19,18,18,15,6,"4",NA,NA,91
"19","Deebo Samuel","WR","SF",18.3,1.79,0.0247,15.7,19.9,6.09,5.76,4.18,19,22,37,7,"4",NA,NA,59
"20","Derrick Henry","RB","TEN",16.5,2.13,0.0271,12.9,18.7,6.08,4.82,5.92,20,32,26,9,"3",NA,NA,88
"21","Tyreek Hill","WR","MIA",18.3,1.61,0.358,15.9,20.2,6.07,5.99,4.46,21,20,32,8,"4",NA,NA,52
"22","David Montgomery","RB","CHI",16.4,1.9,0.0392,14.3,19.5,6.05,6.21,6.75,22,19,20,10,"3",NA,NA,81
"23","Nick Chubb","RB","CLE",16.4,2.24,0.279,13.6,19.4,6.01,5.52,6.61,23,26,21,11,"4",NA,NA,93
"24","Darren Waller","TE","LVR",14.5,2.21,2.39,12.8,18.3,5.95,5.89,7.9,24,21,12,3,"3",NA,NA,94
"25","D'Andre Swift","RB","DET",16.1,3.02,0.495,12.2,20.9,5.73,4.15,8.08,25,36,11,12,"4",NA,NA,95
"26","A.J. Brown","WR","PHI",17.9,2.48,1.11,15.6,21.7,5.71,5.67,6.03,26,24,24,9,"5",NA,NA,84
"27","Najee Harris","RB","PIT",15.6,1.9,0.395,13.4,18.7,5.24,5.36,5.97,27,27,25,13,"4",NA,NA,80
"28","Lamar Jackson","QB","BAL",22.6,1.73,0.436,20.6,24.6,5.17,5.12,5.47,28,29,28,3,"2",NA,NA,75
"29","Javonte Williams","RB","DEN",15.2,2.58,0.255,13,19.7,4.84,4.97,6.91,29,31,17,14,"5",NA,NA,94
"30","Patrick Mahomes","QB","KC",22.2,1.03,1.58,21,23.6,4.74,5.54,4.44,30,25,33,4,"3",NA,NA,44
"31","Jaylen Waddle","WR","MIA",16.8,2.08,0.55,15.6,20.5,4.6,5.67,4.81,31,23,30,10,"5",NA,NA,73
"32","Antonio Gibson","RB","WAS",15,1.45,0.477,13.2,16.8,4.59,5.17,4.03,32,28,39,15,"5",NA,NA,66
"33","Alvin Kamara","RB","NO",14.5,2.2,0.139,10.7,16.7,4.11,2.63,3.9,33,51,40,16,"5",NA,NA,91
"34","Michael Pittman","WR","IND",16.3,1.28,0.224,14.5,17.9,4.05,4.64,2.24,34,33,62,11,"6",NA,NA,37
"35","Cordarrelle Patterson","RB","ATL",14.3,1.58,0.689,13.1,17.1,3.97,5,4.32,35,30,34,17,"6",NA,NA,72
"36","Tee Higgins","WR","CIN",16.1,1.81,0.785,13.5,18.2,3.83,3.63,2.49,36,42,53,12,"6",NA,NA,60
"37","Dallas Goedert","TE","PHI",12.1,2.17,0.229,10.4,15.9,3.56,3.48,5.48,37,45,27,4,"3",NA,NA,93
"38","Kyle Pitts","TE","ATL",11.9,1.03,0.428,10.6,13.2,3.33,3.61,2.78,38,43,49,5,"4",NA,NA,58
"39","James Robinson","RB","JAC",13.7,1.33,0.376,12.3,15.5,3.28,4.29,2.78,39,35,50,18,"6",NA,NA,59
"40","Joe Burrow","QB","CIN",20.6,0.77,0.336,19.5,21.6,3.16,4,2.45,40,38,54,5,"4",NA,NA,37
"41","Brandin Cooks","WR","HOU",15.3,1.63,0.0234,13.8,18.1,3.04,3.94,2.41,41,39,57,13,"6",NA,NA,55
"42","Diontae Johnson","WR","PIT",15.3,1.15,0.132,14.2,17.2,3.02,4.3,1.46,42,34,75,14,"6",NA,NA,26
"43","Clyde Edwards-Helaire","RB","KC",13.3,2.22,0.116,10.4,16.5,2.91,2.36,3.74,43,58,42,19,"6",NA,NA,92
"44","Zach Ertz","TE","ARI",11.4,2,0.565,9.29,14.7,2.9,2.35,4.26,44,59,35,6,"5",NA,NA,91
"45","Courtland Sutton","WR","DEN",15.1,3.52,0.124,11.5,21.1,2.89,1.61,5.36,45,70,29,15,"6",NA,NA,98
"46","Kirk Cousins","QB","MIN",20.3,1.21,0.334,18.6,21.9,2.82,3.11,2.69,46,49,52,6,"4",NA,NA,54
"47","Ezekiel Elliott","RB","DAL",13.2,0.798,0.129,12.2,14.4,2.79,4.11,1.59,47,37,73,20,"6",NA,NA,32
