"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",21.4,1.37,4.5,19.5,23.6,11.7,11.8,12.9,1,1,1,1,"1",NA,NA,76
"2","Tyreek Hill","WR","MIA",21.5,0.992,1.63,20.3,22.7,9.43,9.9,8.95,2,2,2,1,"1",NA,NA,32
"3","Amon-Ra St. Brown","WR","DET",19.8,1.47,1.35,18.4,21.7,7.81,7.97,7.96,3,3,6,2,"2",NA,NA,68
"4","Josh Allen","QB","BUF",24.6,2.09,2.79,22.7,28.1,7.25,7.15,8.94,4,5,3,1,"1",NA,NA,91
"5","Bijan Robinson","RB","ATL",16.9,1.78,0.0282,14,19.1,7.21,6.2,8.32,5,11,5,2,"1",NA,NA,92
"6","Breece Hall","RB","NYJ",16.9,1.3,0.546,14.7,18.3,7.18,6.96,7.52,6,6,9,3,"1",NA,NA,73
"7","Nick Chubb","RB","CLE",16.3,NA,0.0619,NA,NA,6.64,NA,NA,7,NA,NA,4,"1",NA,NA,NA
"8","Saquon Barkley","RB","PHI",16.3,1.74,0.239,14.4,18.5,6.58,6.59,7.7,8,9,7,5,"1",NA,NA,90
"9","Justin Jefferson","WR","MIN",18.5,1.65,0.144,15.8,20.4,6.45,5.4,6.64,9,13,12,3,"2",NA,NA,77
"10","Jahmyr Gibbs","RB","DET",16,1.06,0.031,14.1,17.3,6.34,6.33,6.53,10,10,13,6,"1",NA,NA,54
"11","Rachaad White","RB","TB",16,2.11,0.294,13.7,19.4,6.31,5.93,8.61,12,12,4,7,"2",NA,NA,98
"12","CeeDee Lamb","WR","DAL",18.3,0.561,1.17,17.7,19.1,6.31,7.25,5.37,11,4,20,4,"3",NA,NA,7
"13","Jonathan Taylor","RB","IND",15.7,1.02,0.155,14.6,17.5,6.01,6.88,6.73,13,7,11,8,"2",NA,NA,51
"14","Travis Kelce","TE","KC",15.1,1.99,1.02,11.9,17.8,5.99,5.31,7.69,14,15,8,1,"1",NA,NA,95
"15","Alvin Kamara","RB","NO",15.5,0.73,0.622,14.5,16.6,5.86,6.72,5.83,15,8,18,9,"2",NA,NA,33
"16","Kyren Williams","RB","LAR",14.9,1.36,0.611,13.1,17.2,5.23,5.36,6.47,16,14,14,10,"3",NA,NA,75
"17","A.J. Brown","WR","PHI",17.2,1.72,0.782,14.5,19.7,5.14,4.07,5.93,17,26,17,5,"4",NA,NA,82
"18","Sam LaPorta","TE","DET",14.1,2.29,1.36,10.9,17.4,4.97,4.36,7.26,18,24,10,2,"2",NA,NA,99
"19","Isiah Pacheco","RB","KC",14.3,1.29,0.0099,13,16.7,4.62,5.22,5.98,19,16,16,11,"3",NA,NA,73
"20","Josh Jacobs","RB","GB",14.3,1.27,0.413,12.2,15.6,4.61,4.47,4.85,20,21,23,12,"4",NA,NA,71
"21","Jalen Hurts","QB","PHI",21.8,0.942,1.97,20.4,23.1,4.46,4.79,3.93,21,19,30,2,"2",NA,NA,34
"22","Puka Nacua","WR","LAR",16.4,0.848,0.12,15,17.5,4.36,4.57,3.69,22,20,32,6,"4",NA,NA,20
"23","Ja'Marr Chase","WR","CIN",16.3,2.44,0.499,13.3,19.4,4.24,2.9,5.62,23,37,19,7,"4",NA,NA,97
"24","Kenneth Walker III","RB","SEA",13.9,1.8,0.0397,12.2,17.2,4.2,4.38,6.4,24,22,15,13,"4",NA,NA,94
"25","James Cook","RB","BUF",13.8,0.93,0.00879,12.7,15.1,4.16,4.88,4.3,25,18,28,14,"4",NA,NA,45
"26","Derrick Henry","RB","BAL",13.8,1.07,0.0774,12.7,15.8,4.15,4.9,5.09,26,17,21,15,"4",NA,NA,55
"27","Travis Etienne","RB","JAC",13.8,1.47,0.0107,11.3,15.2,4.07,3.5,4.4,27,27,25,16,"4",NA,NA,81
"28","Joe Mixon","RB","HOU",13.7,1.28,0.0829,11.9,15.1,4.06,4.14,4.36,28,25,26,17,"4",NA,NA,72
"29","Devon Achane","RB","MIA",13.7,1.94,1.29,10.6,15.6,3.98,2.82,4.84,29,39,24,18,"5",NA,NA,97
"30","Mike Evans","WR","TB",15.8,1.73,0.328,13.6,18.1,3.74,3.22,4.33,30,32,27,8,"4",NA,NA,83
"31","T.J. Hockenson","TE","MIN",12.7,NA,0.189,NA,NA,3.61,NA,NA,31,NA,NA,3,"2",NA,NA,NA
"32","Evan Engram","TE","JAC",12.5,1.48,0.46,10.9,15,3.42,4.37,4.91,32,23,22,4,"3",NA,NA,82
"33","Cooper Kupp","WR","LAR",15.4,1.81,0.162,12.3,17.9,3.41,1.87,4.14,33,50,29,9,"5",NA,NA,87
"34","Davante Adams","WR","LVR",15.3,1.24,0.378,13.9,17,3.25,3.45,3.28,34,29,38,10,"5",NA,NA,53
"35","Trey McBride","TE","ARI",12.1,1.43,0.143,9.59,13.7,2.96,3.01,3.64,35,34,33,5,"3",NA,NA,74
"36","DK Metcalf","WR","SEA",14.9,1.53,0.0214,13.4,17.2,2.87,3,3.41,36,35,35,11,"5",NA,NA,71
"37","Garrett Wilson","WR","NYJ",14.9,1.65,0.293,12.3,16.4,2.85,1.84,2.67,37,51,47,12,"5",NA,NA,77
"38","Dalton Kincaid","TE","BUF",11.9,1.31,0.222,9.86,13.6,2.81,3.28,3.47,38,30,34,6,"3",NA,NA,67
"39","James Conner","RB","ARI",12.4,1.45,0.00544,10.2,14.1,2.69,2.39,3.35,39,43,36,19,"5",NA,NA,79
"40","David Montgomery","RB","DET",12.4,0.872,0.00941,11.2,13.6,2.69,3.46,2.86,40,28,44,20,"5",NA,NA,40
"41","Rhamondre Stevenson","RB","NE",12.4,1.71,0.0596,9.89,14.6,2.68,2.12,3.85,41,47,31,21,"5",NA,NA,88
"42","Aaron Jones","RB","MIN",12.3,1.09,0.147,10.9,13.7,2.62,3.17,2.9,42,33,43,22,"5",NA,NA,57
"43","Mark Andrews","TE","BAL",11.7,1.39,0.0949,9.79,13.3,2.59,3.22,3.25,43,31,39,7,"3",NA,NA,71
"44","Chris Olave","WR","NO",14.6,1.13,0.0992,12.7,16,2.56,2.27,2.23,44,45,55,13,"5",NA,NA,42
"45","Kyle Pitts","TE","ATL",11.6,1.23,0.597,9.4,13,2.5,2.83,2.9,45,38,42,8,"4",NA,NA,58
"46","Patrick Mahomes","QB","KC",19.8,1.79,0.341,17,21.5,2.49,1.47,2.34,46,60,52,3,"2",NA,NA,87
"47","Jerome Ford","RB","CLE",12.2,1.17,0.236,10,13.6,2.47,2.24,2.8,47,46,45,23,"5",NA,NA,61
"48","Nico Collins","WR","HOU",14.5,1.26,0.0184,12.1,15.5,2.46,1.65,1.75,48,54,66,14,"5",NA,NA,53
"49","Drake London","WR","ATL",14.5,1.59,0.0195,11.7,15.8,2.44,1.24,2.01,49,68,58,15,"5",NA,NA,72
"50","Jaylen Waddle","WR","MIA",14.5,1.36,0.00211,12,16,2.42,1.59,2.19,50,55,57,16,"5",NA,NA,59
"51","Stefon Diggs","WR","HOU",14.4,1.64,0.119,11.9,17.1,2.42,1.51,3.3,51,58,37,17,"5",NA,NA,76
