"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",19.8,1.73,0.551,16.5,21.5,13.5,12.1,14.1,1,4,1,1,"1",NA,NA,90
"2","Joe Mixon","RB","HOU",19.3,0.698,0.0907,18.2,20.3,12.9,13.7,12.9,2,1,3,2,"1",NA,NA,28
"3","Devon Achane","RB","MIA",19.2,1.1,0.78,17.7,20.5,12.8,13.3,13.1,3,2,2,3,"1",NA,NA,66
"4","Saquon Barkley","RB","PHI",18.4,0.759,0.842,17.3,19.4,12,12.8,12,4,3,4,4,"2",NA,NA,32
"5","Jahmyr Gibbs","RB","DET",17.5,1.25,0.773,16.5,19.2,11.2,12,11.8,5,5,5,5,"3",NA,NA,76
"6","Derrick Henry","RB","BAL",16.8,0.842,0.129,15.6,17.9,10.4,11.2,10.5,6,6,8,6,"3",NA,NA,39
"7","Kenneth Walker III","RB","SEA",16.6,0.987,0.741,15.5,18.5,10.3,11,11.1,7,7,6,7,"4",NA,NA,53
"8","James Conner","RB","ARI",15.9,1.27,0.121,14.3,17.9,9.55,9.88,10.5,8,8,9,8,"4",NA,NA,77
"9","Josh Jacobs","RB","GB",15.8,1.58,0.622,14.3,18.4,9.43,9.87,11,9,9,7,9,"5",NA,NA,85
"10","Amon-Ra St. Brown","WR","DET",18.7,2.01,0.807,15.1,20.5,8.97,6.53,8.88,10,24,16,1,"1",NA,NA,96
"11","Jonathan Taylor","RB","IND",15.2,1.51,0.0944,13.2,17.5,8.81,8.73,10.1,11,11,11,10,"5",NA,NA,83
"12","Kyren Williams","RB","LAR",15.1,1.81,0.189,11.4,16.4,8.71,6.96,8.97,12,19,13,11,"5",NA,NA,94
"13","Kareem Hunt","RB","KC",14.9,1.92,0.298,12.4,17.6,8.53,7.9,10.2,13,13,10,12,"5",NA,NA,97
"14","David Montgomery","RB","DET",14.6,1.15,0.892,13.6,16.3,8.23,9.1,8.94,14,10,14,13,"6",NA,NA,72
"15","Justin Jefferson","WR","MIN",17.9,1.78,1.36,15.4,20.3,8.16,6.77,8.68,15,21,18,2,"2",NA,NA,92
"16","Aaron Jones","RB","MIN",13.7,0.931,0.0776,12.1,15,7.34,7.61,7.59,16,14,20,14,"6",NA,NA,46
"17","Brian Robinson","RB","WAS",13.6,1.58,0.00932,11.6,16.2,7.26,7.12,8.79,17,17,17,15,"6",NA,NA,84
"18","J.K. Dobbins","RB","LAC",13.6,1.04,0.145,12.8,15.6,7.25,8.34,8.22,18,12,19,16,"7",NA,NA,60
"19","Rhamondre Stevenson","RB","NE",13.4,1.75,0.0367,11.8,16.7,7.1,7.34,9.29,19,16,12,17,"7",NA,NA,92
"20","D'Andre Swift","RB","CHI",13.4,1.65,0.0217,11.6,16.3,7.07,7.09,8.93,20,18,15,18,"7",NA,NA,86
"21","Tony Pollard","RB","TEN",13.4,1.31,0.533,11.9,14.8,7.04,7.45,7.38,21,15,21,19,"7",NA,NA,80
"22","A.J. Brown","WR","PHI",16.5,1.43,0.397,13.9,18,6.8,5.28,6.3,22,33,26,3,"2",NA,NA,77
"23","Tyrone Tracy","RB","NYG",12.9,1.21,0.296,10.7,13.8,6.51,6.21,6.44,23,27,24,20,"7",NA,NA,75
"24","Nico Collins","WR","HOU",16.1,1.39,0.319,13.6,17.6,6.4,5,5.9,24,35,29,4,"3",NA,NA,73
"25","Travis Kelce","TE","KC",15.1,1.18,1.06,13.1,16.5,6.27,6.42,6.33,25,26,25,1,"1",NA,NA,86
"26","Najee Harris","RB","PIT",12.6,1.09,0.186,11.3,14.1,6.22,6.83,6.68,26,20,23,21,"8",NA,NA,63
"27","CeeDee Lamb","WR","DAL",15.8,0.978,0.096,14.3,17.1,6.08,5.71,5.48,27,30,35,5,"3",NA,NA,45
"28","Rachaad White","RB","TB",12.4,1.19,0.299,11.1,14.5,6.03,6.62,7.1,28,22,22,22,"8",NA,NA,74
"29","Puka Nacua","WR","LAR",15.7,1.11,0.433,13.8,16.8,5.98,5.18,5.16,29,34,38,6,"3",NA,NA,56
"30","Chuba Hubbard","RB","CAR",12.1,0.865,0.769,11,13.2,5.73,6.54,5.85,30,23,30,23,"9",NA,NA,41
"31","Lamar Jackson","QB","BAL",21.9,0.846,0.442,20.8,23.3,5.64,6.52,5.44,31,25,36,1,"1",NA,NA,41
"32","Cooper Kupp","WR","LAR",15.3,1.26,0.04,12.7,16,5.55,4.11,4.35,32,40,45,7,"3",NA,NA,66
"33","Tyreek Hill","WR","MIA",15.2,1.58,0.232,12.5,17.4,5.51,3.88,5.69,33,42,32,8,"3",NA,NA,87
"34","Mike Evans","WR","TB",15,2.14,0.193,12.9,17.9,5.28,4.27,6.26,34,39,27,9,"4",NA,NA,97
"35","Brock Bowers","TE","LVR",14,1.03,1.36,12.7,15.5,5.21,6,5.41,35,28,37,2,"2",NA,NA,75
"36","Jalen Hurts","QB","PHI",21.5,0.876,1.17,20.2,22.8,5.2,5.91,4.97,36,29,40,2,"2",NA,NA,43
"37","DK Metcalf","WR","SEA",14.8,1.26,0.466,12.7,16.1,5.09,4.05,4.48,37,41,43,10,"4",NA,NA,67
"38","Bucky Irving","RB","TB",11.3,1.1,0.0242,10.1,13.1,4.96,5.62,5.66,38,32,33,24,"9",NA,NA,65
"39","Rico Dowdle","RB","DAL",11.3,1.02,0.284,10.1,12.9,4.94,5.66,5.5,39,31,34,25,"9",NA,NA,56
"40","Isiah Pacheco","RB","KC",11,NA,0.325,NA,NA,4.65,NA,NA,40,NA,NA,26,"9",NA,NA,NA
"41","Malik Nabers","WR","NYG",14.3,0.607,0.384,13.5,15.3,4.62,4.9,3.64,41,37,50,11,"4",NA,NA,18
"42","Austin Ekeler","RB","WAS",10.7,1.75,0.221,8.06,13.4,4.33,3.59,5.99,42,47,28,27,"10",NA,NA,91
"43","Jaxon Smith-Njigba","WR","SEA",14,1.06,0.12,12.3,15.2,4.24,3.72,3.49,43,45,52,12,"4",NA,NA,55
"44","Ladd McConkey","WR","LAC",13.8,1.17,0.131,12,15,4.12,3.42,3.32,44,49,53,13,"5",NA,NA,61
"45","Javonte Williams","RB","DEN",10.5,1.29,0.694,8.77,12.3,4.11,4.3,4.87,45,38,41,28,"10",NA,NA,78
"46","Jayden Daniels","QB","WAS",20.3,1.75,1.43,17.6,22.8,4.03,3.27,5,46,50,39,3,"3",NA,NA,90
"47","Zay Flowers","WR","BAL",13.7,1.63,0.00448,11.1,15.9,3.98,2.46,4.26,47,56,46,14,"5",NA,NA,89
"48","Terry McLaurin","WR","WAS",13.7,1.79,0.237,10.8,16.4,3.98,2.18,4.7,48,59,42,15,"5",NA,NA,93
"49","Trey McBride","TE","ARI",12.7,0.711,1.37,11.6,13.8,3.85,4.96,3.71,49,36,49,3,"3",NA,NA,43
"50","George Pickens","WR","PIT",13.5,1.35,0.0567,11.5,15.5,3.74,2.94,3.88,50,51,47,16,"5",NA,NA,70
"51","Courtland Sutton","WR","DEN",13.4,1.33,0.957,12.3,16.1,3.69,3.66,4.4,51,46,44,17,"6",NA,NA,69
"52","Nick Chubb","RB","CLE",9.76,1.14,0.859,8.22,11.2,3.41,3.75,3.83,52,44,48,29,"11",NA,NA,71
"53","Jayden Reed","WR","GB",12.4,1.71,0.1,9.82,14.9,2.73,1.21,3.27,53,73,54,18,"6",NA,NA,90
"54","Jakobi Meyers","WR","LVR",12.3,1.17,0.156,10.4,14.1,2.63,1.8,2.45,54,64,60,19,"6",NA,NA,62
"55","Patrick Mahomes","QB","KC",18.9,0.997,0.786,18.1,20.8,2.6,3.83,2.98,55,43,57,4,"4",NA,NA,57
"56","Jaylen Warren","RB","PIT",8.9,1.02,0.0414,6.88,9.63,2.55,2.42,2.23,56,57,63,30,"11",NA,NA,55
"57","Ameer Abdullah","RB","LVR",8.86,3.26,1.46,4.18,13.2,2.51,-0.289,5.85,57,109,31,31,"12",NA,NA,99
"58","Josh Downs","WR","IND",12.2,1.39,0.000295,9.46,13.3,2.47,0.861,1.68,59,83,67,20,"6",NA,NA,74
"59","Calvin Ridley","WR","TEN",12.2,1.74,0.014,10,15.3,2.47,1.45,3.61,60,70,51,21,"6",NA,NA,91
"60","George Kittle","TE","SF",11.3,1.1,0.658,10.2,13.2,2.47,3.51,3.06,58,48,56,4,"4",NA,NA,81
"61","Marvin Harrison Jr.","WR","ARI",12.2,1.47,0.122,9.55,13.7,2.46,0.95,2.07,61,79,64,22,"6",NA,NA,80
"62","Deebo Samuel","WR","SF",12.1,1.26,0.491,10.4,14.2,2.34,1.79,2.52,62,65,58,23,"7",NA,NA,67
"63","Jauan Jennings","WR","SF",11.6,1.11,0.097,10.1,13.2,1.85,1.51,1.53,63,69,68,24,"7",NA,NA,57
"64","Justin Herbert","QB","LAC",18.1,1.69,0.383,15.4,20.3,1.82,1.1,2.5,65,75,59,5,"5",NA,NA,88
"65","Cade Otton","TE","TB",10.6,0.966,0.0129,9.52,12.1,1.82,2.86,1.93,64,53,65,5,"4",NA,NA,62
"66","David Njoku","TE","CLE",10.6,1.28,0.39,8.73,12.5,1.8,2.06,2.4,66,60,61,6,"5",NA,NA,94
"67","Nathaniel Dell","WR","HOU",11.5,1.02,0.149,9.6,12.4,1.75,0.995,0.717,67,77,84,25,"7",NA,NA,50
"68","DeAndre Hopkins","WR","KC",11.3,1.47,0.109,8.68,13.2,1.6,0.0767,1.49,68,97,69,26,"7",NA,NA,82
"69","D.J. Moore","WR","CHI",11.2,1.35,0.0282,9.58,13.5,1.49,0.982,1.85,69,78,66,27,"7",NA,NA,71
"70","Jameson Williams","WR","DET",11.2,1.53,0.498,9.03,13,1.46,0.424,1.33,70,90,72,28,"8",NA,NA,87
"71","Baker Mayfield","QB","TB",17.7,0.973,0.134,16.3,19,1.43,1.95,1.18,71,61,75,6,"5",NA,NA,55
"72","Dallas Goedert","TE","PHI",10.2,0.745,0.308,9.22,11.4,1.41,2.56,1.31,72,55,73,7,"5",NA,NA,48
"73","Kyler Murray","QB","ARI",17.6,1.22,0.187,15.8,19.1,1.3,1.53,1.28,73,68,74,7,"5",NA,NA,71
"74","Jake Bates","K","DET",9.86,1.83,0.122,8.35,13,1.12,1.27,3.19,74,72,55,1,"1",NA,NA,96
"75","Jared Goff","QB","DET",17.4,1.29,0.111,15.5,18.8,1.11,1.16,0.984,75,74,78,8,"5",NA,NA,75
"76","Hunter Henry","TE","NE",9.94,1,0.101,8.5,11.2,1.1,1.83,1.02,76,63,76,8,"5",NA,NA,70
"77","Alexander Mattison","RB","LVR",7.4,1.26e-15,0.455,7.4,7.4,1.05,2.93,0,77,52,103,32,"12",NA,NA,1
"78","Bo Nix","QB","DEN",17.3,0.878,0.195,16.2,18.4,1,1.91,0.544,79,62,86,9,"5",NA,NA,45
"79","Jonnu Smith","TE","MIA",9.84,0.502,0.0512,8.89,10.2,1,2.22,0.0942,78,58,95,9,"5",NA,NA,24
"80","Austin Seibert","K","WAS",9.73,0.788,0.201,8.69,10.8,0.996,1.61,0.986,80,66,77,2,"1",NA,NA,16
"81","Quentin Johnston","WR","LAC",10.7,0.989,0.214,8.88,11.7,0.965,0.276,0,81,93,103,29,"8",NA,NA,48
"82","T.J. Hockenson","TE","MIN",9.78,0.267,0.443,9.44,10.2,0.952,2.78,0.0316,82,54,98,10,"6",NA,NA,5
"83","Jordan Love","QB","GB",17.1,1.05,0.155,15.2,18.2,0.806,0.947,0.337,83,80,90,10,"5",NA,NA,61
"84","Kaimi Fairbairn","K","HOU",9.53,1.39,0.454,7.33,11.2,0.795,0.252,1.45,84,94,70,3,"1",NA,NA,80
"85","Jerry Jeudy","WR","CLE",10.5,1.49,0.0277,8.26,12.4,0.751,-0.338,0.752,85,112,82,30,"8",NA,NA,83
"86","Cedric Tillman","WR","CLE",10.4,1.45,0.229,8.66,12.1,0.723,0.0545,0.452,86,99,87,31,"8",NA,NA,78
"87","Geno Smith","QB","SEA",16.9,1.6,0.539,15.4,19.2,0.652,1.08,1.37,87,76,71,11,"6",NA,NA,86
"88","Jerome Ford","RB","CLE",6.95,0.957,0.504,5.4,8.29,0.599,0.937,0.889,88,81,81,33,"13",NA,NA,49
"89","Zach Ertz","TE","WAS",9.34,0.967,0.0213,8.26,11.1,0.509,1.6,0.983,89,67,79,11,"6",NA,NA,65
"90","Michael Pittman","WR","IND",10.2,0.916,0.0604,9.19,11.9,0.495,0.586,0.258,90,86,91,32,"8",NA,NA,36
"91","Will Dissly","TE","LAC",9.32,1.61,0.488,6.69,10.8,0.488,0.0242,0.625,91,102,85,12,"7",NA,NA,97
