"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Saquon Barkley","RB","PHI",22.1,1.24,0.222,20,23.8,15.8,15.3,16.3,1,2,2,1,"1",NA,NA,66
"2","Alvin Kamara","RB","NO",21.9,1.41,2.4,20.2,24.4,15.5,15.4,16.9,2,1,1,2,"2",NA,NA,77
"3","Devon Achane","RB","MIA",19.5,1.3,1.59,17.9,21,13.1,13.2,13.5,3,3,3,3,"3",NA,NA,70
"4","Chase Brown","RB","CIN",17.9,1.76,0.188,15.6,20.8,11.5,10.9,13.3,4,4,4,4,"4",NA,NA,94
"5","Bijan Robinson","RB","ATL",17.7,1.39,1.08,15.5,19.7,11.3,10.7,12.1,5,5,5,5,"5",NA,NA,75
"6","Ja'Marr Chase","WR","CIN",20.7,1.9,1.8,18.5,23.2,10.4,9.86,11.1,6,7,6,1,"1",NA,NA,93
"7","Jahmyr Gibbs","RB","DET",16.6,1.11,0.246,15,17.9,10.3,10.3,10.4,7,6,10,6,"5",NA,NA,54
"8","Josh Jacobs","RB","GB",16.4,1.53,0.59,14.5,18.5,10,9.76,11,8,8,7,7,"5",NA,NA,89
"9","James Conner","RB","ARI",15.8,1.44,0.373,14,18.1,9.43,9.32,10.6,9,10,8,8,"6",NA,NA,81
"10","Bucky Irving","RB","TB",15.4,1.11,0.242,14.1,17.2,9.06,9.35,9.7,10,9,11,9,"6",NA,NA,55
"11","Kyren Williams","RB","LAR",15.2,1.14,0.0555,14,17.2,8.81,9.26,9.62,11,11,12,10,"6",NA,NA,59
"12","James Cook","RB","BUF",15.1,1.49,0.35,13.8,17.9,8.76,9.07,10.4,12,12,9,11,"6",NA,NA,83
"13","Justin Jefferson","WR","MIN",18.9,1.29,1.21,17.4,20.6,8.61,8.82,8.56,13,13,16,2,"2",NA,NA,69
"14","Zach Charbonnet","RB","SEA",14.8,1.76,0.369,12.5,17.1,8.41,7.76,9.6,14,17,13,12,"7",NA,NA,93
"15","Tony Pollard","RB","TEN",14.4,1.17,0.176,12.7,15.4,8.04,7.99,7.84,15,15,20,13,"7",NA,NA,61
"16","David Montgomery","RB","DET",14.2,1.21,0.19,12.8,16.4,7.86,8.07,8.85,16,14,15,14,"7",NA,NA,64
"17","Brock Bowers","TE","LVR",16.2,1.12,1.91,14.6,17.9,7.71,7.82,8.02,17,16,18,1,"1",NA,NA,72
"18","D'Andre Swift","RB","CHI",14,1.44,0.074,12.1,16.5,7.67,7.33,8.95,18,19,14,15,"7",NA,NA,80
"19","Aaron Jones","RB","MIN",13.9,0.951,0.341,12.4,15,7.6,7.67,7.45,19,18,24,16,"7",NA,NA,45
"20","Amon-Ra St. Brown","WR","DET",17.7,1.82,0.118,15,20.1,7.41,6.39,8.06,20,23,17,3,"2",NA,NA,89
