"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","CAR",21.8,1.92,1.76,19.8,24,12.3,12.6,11.8,1,1,1,1,"1",NA,NA,72
"2","Cooper Kupp","WR","LAR",22.2,1.86,1.46,20,24.2,10.9,10.4,11.1,2,4,2,1,"1",NA,NA,68
"3","Jonathan Taylor","RB","IND",20.1,1.05,0.222,19.1,21.7,10.5,11.8,9.55,3,2,4,2,"1",NA,NA,32
"4","Austin Ekeler","RB","LAC",19.9,0.966,1.36,18.7,21.1,10.3,11.5,8.96,4,3,6,3,"2",NA,NA,29
"5","Davante Adams","WR","GB",20.7,2.34,0.811,17.7,23.6,9.4,8.09,10.4,5,11,3,2,"1",NA,NA,82
"6","D'Andre Swift","RB","DET",18.5,1.92,0.124,16,20.8,8.93,8.78,8.63,6,7,8,4,"2",NA,NA,71
"7","Najee Harris","RB","PIT",18.4,1.14,0.475,17,20.2,8.8,9.76,8.04,7,5,12,5,"2",NA,NA,36
"8","Deebo Samuel","WR","SF",19.9,1.56,0.45,17.9,22.2,8.59,8.32,9.05,8,9,5,3,"1",NA,NA,54
"9","Dalvin Cook","RB","MIN",17.9,1.26,0.184,16.5,19.4,8.33,9.25,7.23,9,6,18,6,"2",NA,NA,44
"10","Ezekiel Elliott","RB","DAL",17.7,1.87,0.885,15.7,20.8,8.15,8.49,8.64,10,8,7,7,"3",NA,NA,67
"11","Justin Jefferson","WR","MIN",19.5,1.66,0.321,17.3,21.4,8.14,7.66,8.26,11,14,9,4,"2",NA,NA,59
"12","Stefon Diggs","WR","BUF",19.1,1.68,0.485,17.3,21.2,7.82,7.74,8.04,12,12,11,5,"2",NA,NA,61
"13","Chris Godwin","WR","TB",18.7,1.89,0.658,16.9,21.2,7.33,7.33,7.99,13,15,15,6,"3",NA,NA,71
"14","David Montgomery","RB","CHI",16.8,2.2,0.43,14.9,20.2,7.26,7.69,8.02,14,13,13,8,"3",NA,NA,79
"15","Joe Mixon","RB","CIN",16.4,0.933,0.488,15.4,17.8,6.83,8.19,5.71,16,10,32,9,"3",NA,NA,26
"16","Darren Waller","TE","LVR",16.5,1.89,1.85,14.6,19.2,6.83,6.21,7.53,15,21,16,1,"1",NA,NA,84
"17","Diontae Johnson","WR","PIT",18,2.42,0.0442,15.1,20.7,6.67,5.45,7.49,17,24,17,7,"3",NA,NA,84
"18","Keenan Allen","WR","LAC",18,2.21,0.534,16.2,21.3,6.63,6.61,8.09,18,16,10,8,"3",NA,NA,78
"19","Lamar Jackson","QB","BAL",24.1,1.22,1.46,22.4,25.8,6.38,5.98,6.7,19,22,21,1,"1",NA,NA,63
"20","Saquon Barkley","RB","NYG",15.9,2.14,0.384,13.5,18.6,6.34,6.25,6.43,20,19,23,10,"4",NA,NA,78
"21","Mike Evans","WR","TB",17.4,1.88,0.268,16,20.2,6.1,6.37,7.02,21,17,20,9,"3",NA,NA,69
"22","James Robinson","RB","JAC",15.5,1.69,0.339,13.5,18.3,5.96,6.33,6.15,22,18,26,11,"4",NA,NA,65
"23","Ja'Marr Chase","WR","CIN",17.2,1.87,0.277,14.8,19.7,5.83,5.2,6.5,23,27,22,10,"3",NA,NA,69
"24","Nick Chubb","RB","CLE",15.2,1.67,0.652,13.5,17.7,5.62,6.23,5.59,24,20,33,12,"4",NA,NA,62
"25","DK Metcalf","WR","SEA",16.9,1.89,0.426,15,19.3,5.55,5.39,6.11,25,25,27,11,"4",NA,NA,70
"26","Terry McLaurin","WR","WAS",16.4,2.58,0.626,13.3,19.3,5.12,3.68,6.08,26,42,28,12,"4",NA,NA,87
"27","Mark Andrews","TE","BAL",14.7,2.3,0.0236,11.1,16.9,4.99,2.75,5.26,27,54,42,2,"1",NA,NA,90
"28","Leonard Fournette","RB","TB",14.5,1.45,0.0727,12.4,16.3,4.97,5.21,4.14,28,26,52,13,"5",NA,NA,53
"29","George Kittle","TE","SF",14.6,1.64,0.124,12.9,17.2,4.96,4.48,5.52,29,31,35,3,"1",NA,NA,66
