"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","CAR",23.1,1.86,1.05,20.1,25.3,13.8,14.4,14.3,1,1,1,1,"1",NA,NA,65
"2","Alvin Kamara","RB","NO",22,1.92,1.09,19.9,24.5,12.7,14.1,13.5,2,2,2,2,"1",NA,NA,69
"3","Dalvin Cook","RB","MIN",20.9,1.04,1.85,19.3,22.1,11.6,13.6,11.1,3,3,3,3,"2",NA,NA,26
"4","Travis Kelce","TE","KC",20.8,0.851,2.73,20,21.8,10.9,12.8,8.54,4,4,10,1,"1",NA,NA,22
"5","Austin Ekeler","RB","LAC",19.1,1.74,0.029,16.2,20.8,9.77,10.5,9.74,5,6,4,4,"2",NA,NA,58
"6","Aaron Jones","RB","GB",19.1,0.932,0.218,17.9,20,9.74,12.2,9.01,6,5,7,5,"3",NA,NA,23
"7","Nick Chubb","RB","CLE",18.8,1.89,1.12,15.5,20.7,9.52,9.74,9.67,7,9,5,6,"3",NA,NA,66
"8","Davante Adams","WR","GB",22.8,2.24,0.613,19.8,25.2,9.09,8.87,8.1,8,13,14,1,"1",NA,NA,55
"9","Tyreek Hill","WR","KC",22.2,1.91,1.69,20,25,8.47,9.06,7.83,9,12,16,2,"1",NA,NA,45
"10","Derrick Henry","RB","TEN",17.7,1.5,0.601,15.9,19.5,8.4,10.1,8.43,10,7,11,7,"4",NA,NA,50
"11","Darren Waller","TE","LVR",18.1,2.12,2.26,15.5,20.6,8.18,8.31,7.32,11,15,19,2,"2",NA,NA,77
"12","Chris Carson","RB","SEA",17.1,1.27,0.0817,15.5,18.8,7.8,9.79,7.77,12,8,17,8,"4",NA,NA,38
"13","Joe Mixon","RB","CIN",17,1.96,0.395,14.9,20.3,7.72,9.18,9.29,13,11,6,9,"4",NA,NA,72
"14","David Montgomery","RB","CHI",16.6,1.49,0.0498,15.1,18.9,7.33,9.35,7.89,14,10,15,10,"4",NA,NA,49
"15","D'Andre Swift","RB","DET",16.6,2.36,0.125,13.4,19.4,7.28,7.66,8.4,15,16,12,11,"4",NA,NA,84
"16","Antonio Gibson","RB","WAS",16.5,2.96,0.163,12.4,19.8,7.15,6.65,8.75,16,21,8,12,"4",NA,NA,94
"17","Ezekiel Elliott","RB","DAL",16.3,2.11,0.142,14.3,19.8,6.99,8.6,8.72,17,14,9,13,"4",NA,NA,74
"18","Najee Harris","RB","PIT",16.2,2.43,0.514,13.2,19.2,6.85,7.49,8.13,18,17,13,14,"5",NA,NA,86
"19","Stefon Diggs","WR","BUF",20.5,2.51,0.306,17.8,24,6.79,6.84,6.84,19,20,20,3,"2",NA,NA,69
"20","DeAndre Hopkins","WR","ARI",20.2,2.28,1.19,16.3,22.1,6.48,5.35,4.99,20,31,34,4,"2",NA,NA,57
"21","Jonathan Taylor","RB","IND",15.6,3.01,0.623,10.9,18.6,6.33,5.2,7.58,21,32,18,15,"5",NA,NA,96
"22","George Kittle","TE","SF",15.8,2.26,2.11,13.2,18.4,5.92,6.01,5.14,22,25,32,3,"3",NA,NA,82
"23","Miles Sanders","RB","PHI",15,1.67,0.453,13.2,17.5,5.71,7.42,6.43,23,18,25,16,"5",NA,NA,57
"24","Kyler Murray","QB","ARI",24.4,1.98,0.131,22.3,27.4,5.5,5.05,6.81,24,35,21,1,"1",NA,NA,87
"25","Patrick Mahomes","QB","KC",24.3,1.43,0.0816,22.6,26.4,5.37,5.39,5.84,25,29,28,2,"1",NA,NA,61
"26","Josh Allen","QB","BUF",24.2,1.79,0.479,22,27,5.29,4.8,6.39,27,38,26,3,"1",NA,NA,80
"27","Amari Cooper","WR","DAL",19,2.9,0.313,15.1,22.6,5.29,4.14,5.51,26,44,29,5,"2",NA,NA,86
"28","Melvin Gordon","RB","DEN",14.6,1.82,0.322,12.9,17.5,5.26,7.12,6.48,28,19,24,17,"6",NA,NA,62
"29","Calvin Ridley","WR","ATL",18.7,1.89,0.117,16.3,20.7,4.98,5.36,3.61,29,30,51,6,"2",NA,NA,45
"30","Saquon Barkley","RB","NYG",14.3,2.61,0.117,11.3,17.7,4.94,5.58,6.69,30,26,23,18,"6",NA,NA,92
"31","DK Metcalf","WR","SEA",18.6,2.05,0.194,16.5,21.5,4.86,5.51,4.41,31,27,41,7,"3",NA,NA,50
"32","Darrell Henderson","RB","LAR",14.1,2.45,0.228,10.6,17.7,4.82,4.89,6.69,32,37,22,19,"6",NA,NA,87
"33","Tom Brady","QB","TB",23.7,1.31,0.636,22.2,25.2,4.81,5.01,4.6,33,36,38,4,"2",NA,NA,59
"34","Keenan Allen","WR","LAC",18.4,3.2,0.0802,14,22,4.67,3.01,4.91,34,56,35,8,"3",NA,NA,92
"35","Myles Gaskin","RB","MIA",13.9,1.41,0.426,11.8,15.2,4.59,6.04,4.16,35,24,42,20,"6",NA,NA,45
"36","A.J. Brown","WR","TEN",18.3,3.04,0.112,15.5,22.5,4.59,4.58,5.38,36,42,31,9,"3",NA,NA,87
"37","Tyler Lockett","WR","SEA",18.2,2.38,0.17,15,21.7,4.47,4.08,4.59,37,47,39,10,"3",NA,NA,63
"38","CeeDee Lamb","WR","DAL",18,2.63,0.353,15.6,22,4.31,4.63,4.84,38,39,36,11,"3",NA,NA,73
"39","Lamar Jackson","QB","BAL",23.1,1.44,0.348,21.4,24.7,4.18,4.14,4.09,39,45,44,5,"2",NA,NA,63
"40","Chase Edmonds","RB","ARI",13.5,1.3,0.0392,12.1,15.2,4.16,6.37,4.13,40,22,43,21,"6",NA,NA,40
"41","Damien Harris","RB","NE",13.4,2.07,0.224,11.2,16.5,4.13,5.49,5.43,41,28,30,22,"6",NA,NA,73
"42","Chris Godwin","WR","TB",17.7,2.3,0.15,13.8,19.5,3.95,2.86,2.41,42,60,68,12,"3",NA,NA,59
"43","Kareem Hunt","RB","CLE",13.2,3.06,0.248,8.62,17,3.9,2.88,6.02,43,58,27,23,"7",NA,NA,97
"44","Russell Wilson","QB","SEA",22.7,0.727,0.297,21.8,23.6,3.83,4.6,3,44,41,60,6,"2",NA,NA,31
"45","T.J. Hockenson","TE","DET",13.7,3.03,0.259,9.99,17.4,3.81,2.8,4.08,45,61,45,4,"4",NA,NA,97
"46","Justin Jefferson","WR","MIN",17.5,3.19,0.251,15,22.2,3.8,4,5.08,46,48,33,13,"3",NA,NA,91
"47","Clyde Edwards-Helaire","RB","KC",13,1.27,0.366,12.1,15.1,3.65,6.32,4.03,47,23,46,24,"7",NA,NA,37
"48","Cooper Kupp","WR","LAR",17.3,2.31,0.303,14.9,20.2,3.55,3.94,3.09,48,49,59,14,"3",NA,NA,60
"49","Mark Andrews","TE","BAL",13.4,2.19,1.13,11.7,16.8,3.55,4.57,3.48,49,43,53,5,"4",NA,NA,81
"50","Dak Prescott","QB","DAL",22.4,1.73,0.37,20.9,25.1,3.53,3.71,4.51,50,51,40,7,"2",NA,NA,78
"51","Mike Davis","RB","ATL",12.6,2.48,0.187,9.08,15,3.29,3.34,3.97,51,54,47,25,"7",NA,NA,88
"52","Diontae Johnson","WR","PIT",17,2.73,0.431,14.5,21.1,3.25,3.57,3.94,52,53,48,15,"3",NA,NA,78
"53","Aaron Rodgers","QB","GB",22.1,1.26,0.242,20.8,23.6,3.16,3.59,2.97,53,52,61,8,"3",NA,NA,56
"54","Kenyan Drake","RB","LVR",12.4,1.1,0.0389,10.9,13.8,3.1,5.19,2.81,54,33,64,26,"7",NA,NA,29
"55","James Robinson","RB","JAC",12.4,1.96,0.498,10.4,14.7,3.06,4.61,3.71,55,40,50,27,"7",NA,NA,71
"56","Justin Herbert","QB","LAC",21.8,1.15,1.15,20.1,23.4,2.92,2.87,2.76,56,59,65,9,"4",NA,NA,50
"57","Deebo Samuel","WR","SF",16.5,2.29,0.178,14.8,20.5,2.82,3.81,3.41,57,50,54,16,"4",NA,NA,58
