"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Cooper Kupp","WR","LAR",23.6,2.58,0.299,19,25.7,11.7,9.26,10.7,1,9,2,1,"1",NA,NA,81
"2","Davante Adams","WR","GB",23.3,1.24,1.31,21.4,24.4,11.4,11.6,9.45,2,2,6,2,"1",NA,NA,33
"3","Dalvin Cook","RB","MIN",20.8,1.2,1.06,19,22.5,11.2,12.1,10.8,3,1,1,1,"1",NA,NA,35
"4","Jonathan Taylor","RB","IND",19.7,1.18,0.619,18,21.4,10.1,11.2,9.67,5,3,4,2,"1",NA,NA,31
"5","Justin Jefferson","WR","MIN",22,1.33,2.4,20,23.6,10.1,10.3,8.64,4,6,11,3,"2",NA,NA,37
"6","Alvin Kamara","RB","NO",19.1,1.98,0.435,17.4,22.2,9.51,10.5,10.5,6,4,3,3,"1",NA,NA,74
"7","Leonard Fournette","RB","TB",18.6,1.67,0.0241,16.5,20.7,9.07,9.65,9.04,7,8,8,4,"1",NA,NA,59
"8","Najee Harris","RB","PIT",18.6,1.19,0.0843,16.7,19.9,9.05,9.89,8.2,8,7,15,5,"1",NA,NA,33
"9","Austin Ekeler","RB","LAC",18.5,1.21,0.912,17.3,20,8.97,10.4,8.32,9,5,14,6,"2",NA,NA,36
"10","George Kittle","TE","SF",17.4,2,0.409,14.5,19.7,8.51,7.46,9.4,10,14,7,1,"1",NA,NA,84
"11","Travis Kelce","TE","KC",17,2.05,1.75,14.1,19.3,8.1,7.1,8.98,11,17,10,2,"2",NA,NA,86
"12","Nick Chubb","RB","CLE",17.6,1.76,0.972,15.2,20.1,8.05,8.34,8.43,12,10,13,7,"3",NA,NA,63
"13","Diontae Johnson","WR","PIT",19.6,2.18,0.723,17.8,22.8,7.73,8.05,7.83,13,11,17,4,"2",NA,NA,68
"14","Josh Jacobs","RB","LVR",16.6,1.84,0.13,14.8,19.1,7.08,8.01,7.36,14,12,19,8,"3",NA,NA,67
"15","Tyreek Hill","WR","KC",18.9,1.57,0.0189,16.7,20.7,7,6.95,5.79,15,19,31,5,"2",NA,NA,47
"16","Hunter Renfrow","WR","LVR",18.8,3.56,1.08,15.8,23.9,6.99,6.04,8.99,16,25,9,6,"3",NA,NA,95
"17","James Robinson","RB","JAC",16.5,1.52,0.375,14.2,18.6,6.95,7.38,6.87,17,15,22,9,"3",NA,NA,53
"18","David Montgomery","RB","CHI",16.1,3.29,0.0446,14.1,21.3,6.58,7.32,9.56,18,16,5,10,"3",NA,NA,97
"19","James Conner","RB","ARI",16.1,1.8,0.393,14.4,18.6,6.53,7.53,6.93,19,13,21,11,"3",NA,NA,65
"20","Rob Gronkowski","TE","TB",15.2,2.64,1.22,12,18.4,6.36,4.96,8.1,20,34,16,3,"3",NA,NA,96
"21","Joe Mixon","RB","CIN",15.7,1.45,0.625,13.8,17.4,6.14,6.95,5.74,21,18,32,12,"4",NA,NA,51
"22","Stefon Diggs","WR","BUF",17.8,1.79,0.435,15.8,20,5.91,6.06,5.07,22,24,41,7,"3",NA,NA,55
"23","Saquon Barkley","RB","NYG",15.1,1.79,0.188,13.5,17.7,5.51,6.69,5.98,23,20,27,13,"4",NA,NA,64
"24","CeeDee Lamb","WR","DAL",17.3,2.73,0.397,14,21.1,5.47,4.27,6.12,24,39,24,8,"4",NA,NA,84
"25","Cordarrelle Patterson","RB","ATL",14.9,2.01,0.033,13.1,16.8,5.33,6.22,5.13,25,21,40,14,"4",NA,NA,77
"26","Myles Gaskin","RB","MIA",14.9,2.07,0.103,13,17.7,5.29,6.13,6.02,26,23,26,15,"4",NA,NA,80
"27","Aaron Jones","RB","GB",14.8,1.87,0.0899,12.2,17.6,5.19,5.41,5.93,27,29,29,16,"4",NA,NA,69
"28","Mark Andrews","TE","BAL",14,2.59,0.905,10.9,18.1,5.14,3.87,7.82,28,44,18,4,"4",NA,NA,95
"29","Michael Carter","RB","NYJ",14.7,1.75,0.0425,12.8,16.2,5.1,5.93,4.49,29,26,49,17,"4",NA,NA,61
"30","Mike Evans","WR","TB",16.9,2.44,0.242,13.6,20.4,5.07,3.86,5.5,30,46,35,9,"4",NA,NA,78
"31","Antonio Gibson","RB","WAS",14.6,1.3,0.0223,13,16,5.06,6.17,4.35,31,22,51,18,"4",NA,NA,39
"32","Ezekiel Elliott","RB","DAL",14.6,1.76,0.342,12.2,16.6,5.03,5.34,4.91,32,30,44,19,"4",NA,NA,62
"33","Josh Allen","QB","BUF",23.1,1.51,0.133,20.8,24.7,5,4.35,5.04,33,37,42,1,"1",NA,NA,67
"34","Kyler Murray","QB","ARI",22.9,1.47,0.39,21.5,24.9,4.87,5.07,5.19,34,31,39,2,"1",NA,NA,65
"35","Deebo Samuel","WR","SF",16.7,2.86,0.142,12.8,21.1,4.83,3.1,6.15,35,56,23,10,"4",NA,NA,88
"36","Rhamondre Stevenson","RB","NE",14.3,1.95,0.283,12.3,16.9,4.69,5.46,5.23,36,28,38,20,"5",NA,NA,71
"37","Chris Godwin","WR","TB",16.5,6.99,0.178,5.31,23.5,4.69,-4.43,8.59,37,256,12,11,"4",NA,NA,99
"38","Ja'Marr Chase","WR","CIN",16.4,2.35,0.346,13.3,19.4,4.51,3.52,4.49,38,48,50,12,"4",NA,NA,74
"39","Justin Herbert","QB","LAC",22.5,0.624,0.859,21.9,23.6,4.48,5.49,3.91,39,27,56,3,"2",NA,NA,31
"40","Devonta Freeman","RB","BAL",14,3.13,0.0727,11.5,18.7,4.41,4.67,6.97,40,36,20,21,"5",NA,NA,96
"41","Melvin Gordon","RB","DEN",13.9,1.99,0.205,11.8,17.1,4.34,4.99,5.4,41,33,37,22,"5",NA,NA,76
"42","Dallas Goedert","TE","PHI",13.1,2,0.604,11.3,15.7,4.23,4.32,5.43,42,38,36,5,"5",NA,NA,85
"43","DK Metcalf","WR","SEA",16,2.13,0.404,13.9,18.7,4.17,4.21,3.72,43,40,58,13,"5",NA,NA,65
"44","Javonte Williams","RB","DEN",13.7,2.21,0.00233,11.7,17.4,4.13,4.86,5.68,44,35,33,23,"5",NA,NA,82
"45","Clyde Edwards-Helaire","RB","KC",13.7,2.38,1.11,11.8,16.3,4.13,4.99,4.63,45,32,48,24,"5",NA,NA,85
"46","Keenan Allen","WR","LAC",15.6,1.39,0.262,13.7,17.6,3.76,3.92,2.65,46,43,67,14,"5",NA,NA,40
"47","Mike Gesicki","TE","MIA",12.5,2.33,0.0639,10.2,16.4,3.63,3.2,6.11,47,54,25,6,"5",NA,NA,91
"48","Tom Brady","QB","TB",21.7,2.21,0.316,19.3,24.4,3.62,2.87,4.71,48,57,46,4,"2",NA,NA,85
"49","Zach Ertz","TE","ARI",12.4,2.33,0.309,9.22,14.5,3.57,2.21,4.25,49,66,52,7,"5",NA,NA,92
"50","Mike Williams","WR","LAC",15.4,3.01,0.156,12.2,19.7,3.5,2.48,4.77,50,61,45,15,"5",NA,NA,90
"51","DeVante Parker","WR","MIA",15.2,2.61,0.125,12.9,19.1,3.34,3.17,4.16,51,55,54,16,"5",NA,NA,82
