"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Jonathan Taylor","RB","IND",22.5,1.1,2.85,20.8,23.9,14.9,15.4,14.5,1,1,1,1,"1",NA,NA,36
"2","Cooper Kupp","WR","LAR",23,0.815,2.47,21.7,24,12.4,12.9,11.4,2,2,5,1,"1",NA,NA,22
"3","Austin Ekeler","RB","LAC",19.7,1.56,0.575,17.4,21.7,12,12,12.2,3,4,2,2,"1",NA,NA,59
"4","Joe Mixon","RB","CIN",19.1,1.33,1.09,17.5,21,11.5,12,11.5,4,3,3,3,"2",NA,NA,42
"5","Leonard Fournette","RB","TB",18,0.831,0.0957,17.3,19.4,10.4,11.9,9.95,5,5,10,4,"2",NA,NA,24
"6","Alexander Mattison","RB","MIN",17.9,2.73,0.725,14.8,21,10.3,9.34,11.5,6,7,4,5,"2",NA,NA,89
"7","Tyreek Hill","WR","KC",20.5,1.77,0.326,17.9,22.7,9.95,9.07,10.2,7,9,7,2,"1",NA,NA,68
"8","Justin Jefferson","WR","MIN",20.2,1.82,1.36,17.7,22.1,9.62,8.86,9.58,8,10,11,3,"2",NA,NA,69
"9","Najee Harris","RB","PIT",17.2,1.51,0.933,15.6,19.4,9.55,10.1,9.96,9,6,9,6,"3",NA,NA,54
"10","Javonte Williams","RB","DEN",16.3,3.03,0.12,12.9,19.5,8.62,7.41,10.1,10,14,8,7,"3",NA,NA,94
"11","Cordarrelle Patterson","RB","ATL",16.2,1.44,0.278,14.8,17.2,8.5,9.29,7.7,11,8,28,8,"3",NA,NA,48
"12","Keenan Allen","WR","LAC",18.8,2.57,0.762,16.2,22,8.26,7.34,9.42,12,15,13,4,"2",NA,NA,91
"13","Antonio Gibson","RB","WAS",15.9,2.19,0.0856,13.2,19,8.22,7.74,9.56,13,13,12,9,"3",NA,NA,72
"14","Saquon Barkley","RB","NYG",15.8,1.64,0.432,13.7,17.5,8.14,8.27,8.06,14,12,23,10,"3",NA,NA,61
"15","Elijah Mitchell","RB","SF",15.4,2.15,0.0238,12.2,18.2,7.7,6.74,8.72,15,19,19,11,"3",NA,NA,71
"16","James Conner","RB","ARI",15.3,2.42,0.000898,11.6,18.4,7.68,6.13,8.91,16,28,16,12,"3",NA,NA,84
"17","Mark Ingram","RB","NO",15.3,2.77,0.0265,11.8,18.1,7.68,6.31,8.67,17,26,20,13,"3",NA,NA,92
"18","David Montgomery","RB","CHI",15.3,2.27,0.336,13.8,18.8,7.65,8.33,9.38,18,11,14,14,"4",NA,NA,80
"19","Chris Godwin","WR","TB",18.1,2.07,0.285,15.4,20.2,7.5,6.52,7.7,19,23,29,5,"2",NA,NA,74
"20","Jamaal Williams","RB","DET",15,3.24,0.146,12.1,19.8,7.32,6.62,10.3,20,21,6,15,"4",NA,NA,95
"21","Diontae Johnson","WR","PIT",17.8,2.44,0.308,15.5,20.8,7.22,6.65,8.26,21,20,22,6,"3",NA,NA,86
"22","Myles Gaskin","RB","MIA",14.8,2.59,0.229,12.5,18.6,7.17,7.04,9.11,22,17,15,16,"4",NA,NA,87
"23","James Robinson","RB","JAC",14.6,2.25,0.0977,12,18.3,6.94,6.5,8.8,23,24,18,17,"4",NA,NA,76
"24","Stefon Diggs","WR","BUF",17.5,1.91,0.484,15.2,19.8,6.91,6.32,7.25,24,25,31,7,"3",NA,NA,72
"25","Ezekiel Elliott","RB","DAL",14.5,1.49,0.134,12.1,16.1,6.84,6.59,6.66,25,22,36,18,"4",NA,NA,51
"26","Travis Kelce","TE","KC",17.6,2.02,2.51,15.2,19.9,6.75,7.03,5.18,26,18,44,1,"1",NA,NA,78
"27","Josh Jacobs","RB","LVR",14.4,1.97,0.302,12.6,16.8,6.71,7.12,7.38,27,16,30,19,"4",NA,NA,70
"28","Ja'Marr Chase","WR","CIN",17,2.99,0.0362,13.3,21.4,6.42,4.43,8.82,28,41,17,8,"3",NA,NA,95
"29","Sony Michel","RB","LAR",14.1,2.52,0.137,11.5,16.7,6.41,6.05,7.22,29,29,32,20,"4",NA,NA,86
"30","Mike Evans","WR","TB",16.9,2.6,0.125,13.3,20.5,6.39,4.41,7.98,30,42,25,9,"3",NA,NA,91
"31","Miles Sanders","RB","PHI",13.9,2.25,1.19,11.7,17.2,6.27,6.22,7.75,31,27,27,21,"5",NA,NA,77
"32","Adam Thielen","WR","MIN",16.8,1.61,0.414,14.2,18.5,6.26,5.35,5.95,32,34,42,10,"3",NA,NA,59
"33","CeeDee Lamb","WR","DAL",16.4,3.03,0.115,12.3,20.3,5.85,3.46,7.78,33,54,26,11,"3",NA,NA,96
"34","Jaylen Waddle","WR","MIA",16.3,2.75,0.12,14.5,21.1,5.73,5.61,8.56,34,31,21,12,"3",NA,NA,94
"35","Marquise Brown","WR","BAL",16.2,2.65,0.215,13.4,19.8,5.61,4.53,7.21,35,39,33,13,"4",NA,NA,93
"36","Hunter Renfrow","WR","LVR",16,1.74,0.0932,14.3,18.5,5.4,5.39,5.93,36,33,43,14,"4",NA,NA,66
"37","Terry McLaurin","WR","WAS",15.9,2.55,0.0705,12.9,19.3,5.31,4.01,6.71,37,45,35,15,"4",NA,NA,90
"38","Cordarrelle Patterson","WR","ATL",15.8,1.89,0.104,14.6,18.5,5.24,5.75,5.97,38,30,41,16,"4",NA,NA,70
"39","Darnell Mooney","WR","CHI",15.7,3.82,0.446,12.6,20.5,5.13,3.76,7.99,39,50,24,17,"4",NA,NA,98
"40","Clyde Edwards-Helaire","RB","KC",12.7,2.34,0.669,10.9,15.8,5.09,5.4,6.3,40,32,39,22,"6",NA,NA,81
"41","Lamar Jackson","QB","BAL",22.8,1.52,0.601,21.3,25.2,4.92,4.64,6.08,41,37,40,1,"1",NA,NA,74
"42","Brandon Aiyuk","WR","SF",15.2,2.52,0.169,13.6,19.1,4.69,4.7,6.59,42,36,37,18,"4",NA,NA,87
"43","Michael Pittman","WR","IND",15.1,2.67,0.161,12.4,19.5,4.52,3.56,6.99,43,53,34,19,"4",NA,NA,94
"44","Devonta Freeman","RB","BAL",12.1,1.64,1.02,10,14.3,4.42,4.57,4.81,44,38,46,23,"6",NA,NA,64
"45","DeAndre Hopkins","WR","ARI",14.9,2.08,0.176,12,17.2,4.36,3.14,4.66,45,56,48,20,"4",NA,NA,75
"46","Tom Brady","QB","TB",22.2,1.32,0.18,20.6,24.1,4.32,4,4.96,46,46,45,2,"1",NA,NA,72
"47","George Kittle","TE","SF",15.1,2.61,0.3,12.6,19,4.24,4.44,4.36,47,40,51,2,"1",NA,NA,91
"48","Tyler Lockett","WR","SEA",14.7,2.43,0.315,12.8,18.9,4.18,3.93,6.37,48,48,38,21,"5",NA,NA,85
"49","Patrick Mahomes","QB","KC",22.1,0.824,0.0958,21.4,23.4,4.13,4.78,4.26,49,35,52,3,"1",NA,NA,36
"50","Justin Herbert","QB","LAC",22,0.877,1,21,23.1,4.04,4.36,3.97,50,43,53,4,"2",NA,NA,43
"51","Mark Andrews","TE","BAL",14.8,2.87,0.412,11.6,18.2,3.94,3.45,3.54,51,55,58,3,"1",NA,NA,95
"52","Brandin Cooks","WR","HOU",14.4,1.91,0.746,12.8,17.3,3.86,3.98,4.75,52,47,47,22,"5",NA,NA,71
"53","Rob Gronkowski","TE","TB",14.4,2.62,1.17,11.9,18.3,3.53,3.75,3.61,53,51,57,4,"2",NA,NA,92
"54","Rex Burkhead","RB","HOU",11.1,1.66,0.248,9.6,12.8,3.4,4.13,3.35,54,44,59,24,"7",NA,NA,65
"55","Tony Pollard","RB","DAL",10.8,1.29,0.0425,9.27,12.3,3.15,3.8,2.87,55,49,64,25,"7",NA,NA,41
"56","Tee Higgins","WR","CIN",13.7,1.66,0.31,12.6,16.2,3.12,3.72,3.65,56,52,56,23,"5",NA,NA,61
"57","Damien Harris","RB","NE",10.8,2.2,1.48,8.56,14,3.11,3.1,4.51,57,58,50,26,"8",NA,NA,73
"58","Josh Allen","QB","BUF",21,1.23,0.2,19.1,22.5,3.04,2.51,3.34,58,65,60,5,"2",NA,NA,62
"59","Dak Prescott","QB","DAL",20.8,0.984,0.0773,19.4,22.2,2.84,2.78,3.08,59,63,62,6,"2",NA,NA,51
"60","DeVonta Smith","WR","PHI",13.4,1.4,0.174,11.8,14.8,2.81,2.91,2.23,60,60,68,24,"5",NA,NA,44
"61","Kyler Murray","QB","ARI",20.7,1.05,0.255,19.5,22.2,2.76,2.82,3.05,61,62,63,7,"2",NA,NA,53
"62","DK Metcalf","WR","SEA",13.2,1.5,0.244,11.1,15.4,2.63,2.19,2.85,62,67,65,25,"6",NA,NA,51
"63","Matthew Stafford","QB","LAR",20.4,1.56,0.377,18.3,22.4,2.51,1.65,3.28,63,70,61,8,"3",NA,NA,79
"64","Odell Beckham","WR","LAR",12.9,2.64,0.27,9.66,16.5,2.39,0.795,3.94,64,82,54,26,"6",NA,NA,92
"65","Kyle Pitts","TE","ATL",13.2,2.13,0.206,11.1,16.7,2.36,2.95,2.05,65,59,72,5,"2",NA,NA,81
"66","T.J. Hockenson","TE","DET",13,2.41,0.986,11.3,17.2,2.15,3.11,2.55,66,57,67,6,"3",NA,NA,89
"67","Kirk Cousins","QB","MIN",20.1,0.858,0.813,18.6,20.9,2.13,1.98,1.69,67,69,75,9,"4",NA,NA,40
"68","Mike Williams","WR","LAC",12.7,0.901,0.531,11.5,13.7,2.12,2.61,1.18,68,64,80,27,"6",NA,NA,25
"69","Rhamondre Stevenson","RB","NE",9.28,0.854,0.148,8.31,10.5,1.63,2.85,1.05,69,61,82,27,"8",NA,NA,25
"70","Elijah Moore","WR","NYJ",12.1,1.77,0.32,9.65,14.1,1.59,0.787,1.59,70,83,77,28,"6",NA,NA,67
"71","Darrel Williams","RB","KC",9.13,2.69,0.113,5.38,12.2,1.48,-0.0832,2.77,71,105,66,28,"8",NA,NA,88
"72","Devin Singletary","RB","BUF",9.02,1.51,0.671,7.68,11.2,1.37,2.21,1.77,72,66,74,29,"8",NA,NA,53
"73","Derek Carr","QB","LVR",19.2,0.725,0.447,18.1,20,1.32,1.47,0.807,73,72,84,10,"4",NA,NA,30
"74","Chase Claypool","WR","PIT",11.8,1.17,0.528,11,13.7,1.27,2.09,1.12,74,68,81,29,"7",NA,NA,34
"75","Dallas Goedert","TE","PHI",12,2.29,0.544,9.11,15.6,1.16,0.963,0.862,75,80,83,7,"4",NA,NA,86
"76","Carson Wentz","QB","IND",18.8,1.25,0.454,16.6,19.9,0.87,0,0.724,76,103,86,11,"5",NA,NA,66
"77","Michael Gallup","WR","DAL",11.3,1.06,0.151,9.98,12.6,0.74,1.11,0,77,78,103,30,"7",NA,NA,28
"78","Ty Johnson","RB","NYJ",8.35,1.06,0.0481,6.84,9.59,0.695,1.37,0.141,78,75,97,30,"8",NA,NA,35
"79","Tevin Coleman","RB","NYJ",8.3,0.96,0.0445,6.81,9.1,0.646,1.34,-0.356,79,76,121,31,"8",NA,NA,29
"80","Dalton Schultz","TE","DAL",11.5,2.22,0.147,9.21,15.2,0.619,1.07,0.503,80,79,88,8,"4",NA,NA,83
"81","Mike Davis","RB","ATL",8.26,1.03,0.18,7.08,9.24,0.602,1.61,-0.215,81,71,110,32,"8",NA,NA,31
"82","Van Jefferson","WR","LAR",11.1,1.84,0.0191,8.43,12.6,0.589,-0.431,0.0233,82,117,101,31,"7",NA,NA,69
"83","Kenny Golladay","WR","NYG",11.1,1.12,0.131,9.54,12.5,0.57,0.674,-0.066,83,87,106,32,"7",NA,NA,32
"84","Zach Ertz","TE","ARI",11.3,2.09,0.0981,8.14,14.2,0.472,0,-0.457,84,103,124,9,"4",NA,NA,80
"85","Jerry Jeudy","WR","DEN",11,1.47,0.161,9.08,12.7,0.439,0.217,0.144,85,97,96,33,"7",NA,NA,49
"86","Kenyan Drake","RB","LVR",8.08,1.62,0.33,5.93,9.15,0.422,0.465,-0.304,86,88,117,33,"9",NA,NA,60
"87","Taylor Heinicke","QB","WAS",18.3,1.19,0.416,17.4,19.9,0.416,0.743,0.754,87,84,85,12,"5",NA,NA,57
"88","Mike Gesicki","TE","MIA",11.2,2.71,0.26,9.52,16,0.374,1.38,1.31,88,74,79,10,"4",NA,NA,94
"89","Eagles","DST","PHI",6.41,0.78,0.311,5.27,7.27,0.374,0.148,-0.105,89,98,107,1,"1",NA,NA,48
"90","Robbie Gould","K","SF",9.56,2.87,0.0403,7.64,14,0.354,0.119,3.86,90,100,55,1,"1",NA,NA,99
"91","Greg Joseph","K","MIN",9.52,0.605,0.132,8.91,10.3,0.314,1.39,0.165,91,73,94,2,"1",NA,NA,4
"92","Amari Cooper","WR","DAL",10.8,5.21,0.0806,2.86,14.7,0.277,-6.01,2.12,92,282,71,34,"7",NA,NA,99
"93","Christian Kirk","WR","ARI",10.7,1.57,0.197,9.31,12.9,0.197,0.444,0.34,93,90,90,35,"7",NA,NA,57
"94","Justin Tucker","K","BAL",9.39,0.753,0.0775,8.48,10.3,0.183,0.961,0.144,94,81,95,3,"1",NA,NA,17
"95","Foster Moreau","TE","LVR",11,3.21,0.0328,6.21,14.4,0.114,-1.94,-0.337,95,173,118,11,"4",NA,NA,97
"96","Matt Gay","K","LAR",9.31,0.995,0.034,7.52,10.2,0.105,0.00222,0,96,102,103,4,"1",NA,NA,48
"97","Boston Scott","RB","PHI",7.75,1.64,0.0917,5.71,9.27,0.0917,0.24,-0.186,97,96,109,34,"9",NA,NA,63
"98","Logan Thomas","TE","WAS",10.9,3.37,0.081,8.28,16.1,0.081,0.132,1.41,98,99,78,12,"4",NA,NA,99
"99","Harrison Butker","K","KC",9.27,0.914,0.0434,7.84,10.2,0.071,0.316,0.0906,99,95,98,5,"1",NA,NA,35
"100","Colts","DST","IND",6.1,0.97,0.0627,5.07,7.43,0.0627,-0.0521,0.0628,100,104,99,2,"1",NA,NA,78
"101","Mike Badgley","K","IND",9.23,2.25,0.0227,7.04,12.3,0.0275,-0.483,2.13,101,120,70,6,"1",NA,NA,96
"102","Daniel Carlson","K","LVR",9.21,1.64,0.0048,7.89,12,0.0048,0.371,1.88,102,92,73,7,"1",NA,NA,91
"103","Joe Burrow","QB","CIN",17.9,0.719,0.557,17,18.9,0,0.4,-0.262,103,91,113,13,"6",NA,NA,28
